"State","CumulativeTests","TestsPer1000","CurrentlyHospitalized","CumulativeHospitalizations","Rolling Avg Change in Cases (7 Days)","Rolling Avg Change in Deaths (7 Days)","Rolling Avg Change in Positives (7 Days)","Rolling Avg Change in Tests (7 Days)","Positivity Rate (7 Days - Rolling)","Change in Tests (7 Days) Over Pop","Pct Change in Positives (2 Wks - Rolling)","Pct Change in Tests (7 Days - Rolling)","Pct Change in Cases (2 Wks - Rolling)","Pct Change in Deaths (2 Wks - Rolling)"
"US Total",21933301,66.8210238655508,29064,221983,21526.7142857143,803.285714285714,20375.4285714286,449582.428571429,0.0453207849696719,0.00958774547085849,-0.17005358393388,0.0257012209033251,0.0420521970042737,-0.186722591842638
"Alabama",278826,56.8663022096862,647,2165,539,14.5714285714286,539,6218.14285714286,0.0866818296689411,0.00887729098534932,-0.192074278278393,0.250129243494744,0.163787785317705,0.645161290322581
"Alaska",69011,94.3359601938363,18,NA,13.8571428571429,0.142857142857143,14,1273.42857142857,0.0109939421135293,0.0121851697434881,3.0271287959341,-0.264945988290591,3.21739130434783,NA
"Arizona",309582,42.5324957681416,1291,3531,1197.28571428571,19.4285714285714,1215.85714285714,8546.71428571429,0.142260183529176,0.00821944306943105,0.818175801502174,0.277235755000961,2.31395808620008,0.416666666666667
"Arkansas",176665,58.5409125310988,187,925,341.571428571429,2.85714285714286,392.714285714286,4883.57142857143,0.0804153868655843,0.0113277734405548,0.461326280207369,0.449868521503096,1.21388888888889,0.333333333333333
"California",2597647,65.7428715159863,4534,NA,3029.85714285714,70,2782,59282.2857142857,0.0469280151141271,0.0105024716022685,0.118497450299497,0.0583098706492023,0.343872766442783,0.195121951219512
"Colorado",230345,39.9992289974744,277,5035,183.714285714286,10,205.571428571429,4735,0.0434152964248001,0.00575560331294923,-0.393684449117208,-0.0273498253954279,-0.328810020876827,-0.369369369369369
"Connecticut",321948,90.300724738289,246,9912,174.571428571429,19.8571428571429,174.571428571429,5774.71428571429,0.0302303144249561,0.0113379371702755,-0.497515854062767,-0.121239130434783,-0.483516483516483,-0.42798353909465
"Delaware",74033,76.0276617332331,109,NA,51.4285714285714,4,51.4285714285714,1160.57142857143,0.0443131462333826,0.0083428839020543,-0.477330673917339,-0.108036890645586,-0.54140127388535,0
"District of Columbia",59288,84.0072036942312,238,NA,67,3.85714285714286,67,1170.28571428571,0.0572509765625,0.0116075261884891,0.0527999184348366,0.0804537061461356,-0.333806818181818,-0.341463414634146
"Florida",1306748,60.8419779048416,NA,11850,1269.42857142857,34.4285714285714,1269.42857142857,28529.2857142857,0.0444956310558073,0.00929823286317362,0.328952267501289,0.284879718453036,0.927548806941432,0.0954545454545456
"Georgia",584241,55.026629343109,842,9073,730.571428571429,32.2857142857143,732.285714285714,12558.5714285714,0.0583096348538278,0.00827978691251163,0.388731762229299,0.700880332785141,0.111014555724527,0.141414141414141
"Hawaii",57295,40.4662285856349,NA,85,5.28571428571429,0,4.57142857142857,951,0.00480697010665465,0.00470169619852642,2.75744830003505,0.349756690997567,6.4,NA
"Idaho",60115,33.6389554940643,NA,262,38.5714285714286,0.285714285714286,38.5714285714286,1472.85714285714,0.026188166828322,0.00576923614977631,-0.419553831231814,0.738617200674536,0.0227272727272726,-0.6
"Illinois",1123051,88.6258573254783,2365,NA,834.857142857143,64.1428571428571,938.285714285714,20147.8571428571,0.0465700003545219,0.0111298131499806,-0.440515305697473,-0.0724432752384085,-0.555420311905668,-0.224525043177893
"Indiana",327342,48.6231954129834,887,6314,378.857142857143,21.2857142857143,378.857142857143,6015.42857142857,0.0629809062410943,0.00625469848797254,-0.209883215828519,-0.0195357068014064,-0.153256704980843,-0.0387096774193549
"Iowa",208539,66.0964732953627,242,NA,309.571428571429,8.14285714285714,304.714285714286,4800.57142857143,0.0634745863587668,0.0106507938017223,-0.303496507237635,0.0500593712892945,-0.103062913907285,-0.40625
"Kansas",123742,42.474652577786,NA,954,93.7142857142857,2.28571428571429,91.7142857142857,2241.28571428571,0.0409203900822232,0.00538527601212914,-0.318762678894317,-0.334224485465733,-0.120643431635389,0.6
"Kentucky",281094,62.9173173596187,514,2406,177.142857142857,5,177.142857142857,6452.71428571429,0.0274524563306693,0.0101101848770042,-0.24484627816559,-0.324858377053346,0.379310344827586,0.521739130434783
"Louisiana",469673,101.031149153953,553,NA,415.714285714286,14.8571428571429,415.714285714286,8355.28571428571,0.0497546463316635,0.0125811124347519,0.0748995525595143,0.0414537295892021,0.266318537859008,-0.0714285714285714
"Maine",65457,48.6954438734366,29,308,31.5714285714286,0.714285714285714,31.5714285714286,1322.28571428571,0.023876404494382,0.0068858186059937,-0.361612287525209,-0.121154576528675,-0.291666666666667,-0.545454545454545
"Maryland",392370,64.9008879067367,902,9789,619.857142857143,29.5714285714286,619.857142857143,7907.42857142857,0.0783892180951005,0.00915562848182504,-0.306893648681634,-0.10952380952381,-0.297669148591777,-0.230483271375465
"Massachusetts",683088,99.1059416296228,1260,10654,372,41.5714285714286,372,8307.57142857143,0.0447784293157705,0.00843713814850715,-0.433759030496045,-0.0712163802465981,-0.45874038661401,-0.408536585365854
"Michigan",770520,77.1534027171912,661,NA,1029.71428571429,55.7142857142857,119,11142.4285714286,0.0106798979447927,0.00780996463652178,-0.496711640609863,-0.271485013496726,1.87859424920128,0.604938271604938
"Minnesota",381841,67.7067227081483,411,3522,434.714285714286,22,434.714285714286,15174.1428571429,0.0286483585799151,0.0188343849385917,-0.688277856041758,1.10693458166382,-0.358963555930061,-0.0314465408805032
"Mississippi",213885,71.8663615296143,655,2614,274.714285714286,10.5714285714286,274.714285714286,4128.57142857143,0.0665397923875433,0.0097105353260203,0.0609228293232478,0.00124722838137466,-0.105581395348837,-0.345132743362832
"Missouri",259040,42.2066051121089,537,NA,180.142857142857,9.57142857142857,190.428571428571,5768.42857142857,0.033012209316724,0.00657914031740983,-0.167463285371109,-0.151594738832626,-0.0239938080495357,0.522727272727273
"Montana",55777,52.1876385928603,7,74,3.57142857142857,0.142857142857143,3.57142857142857,1590.71428571429,0.00224517287831163,0.0104184404993366,1.34583146235594,0.418652057586954,3.16666666666667,0
"Nebraska",127662,65.9953846344721,175,1000,168,3.57142857142857,165.571428571429,2201,0.0752255468293633,0.00796471065049359,-0.29643420602958,-0.200674448767834,-0.354555433589462,0
"Nevada",193254,62.7416273721201,337,NA,192,4.14285714285714,187,4547.28571428571,0.0411234331312243,0.0103342168383679,0.588322483414589,0.0528561505639534,0.584905660377359,-0.0333333333333332
"New Hampshire",89907,66.122139189872,81,500,47.5714285714286,5,54.7142857142857,1991.71428571429,0.0274709510830584,0.0102536494887517,-0.16101875232937,0.344584820136947,-0.266519823788546,0.0606060606060606
"New Jersey",1030793,116.051671941267,1512,18492,469.428571428571,67.5714285714286,469.428571428571,24723.4285714286,0.0189871954883742,0.0194843839188308,-0.576184124415814,0.00693539378141871,-0.413109483836399,-0.159857904085258
