"State","CumulativeTests","TestsPer1000","CurrentlyHospitalized","CumulativeHospitalizations","Rolling Avg Change in Cases (7 Days)","Rolling Avg Change in Deaths (7 Days)","Rolling Avg Change in Positives (7 Days)","Rolling Avg Change in Tests (7 Days)","Positivity Rate (7 Days - Rolling)","Change in Tests (7 Days) Over Pop","Pct Change in Positives (2 Wks - Rolling)","Pct Change in Tests (7 Days - Rolling)","Pct Change in Cases (2 Wks - Rolling)","Pct Change in Deaths (2 Wks - Rolling)"
"Maryland",408758,67.6115838086038,799,10053,546.142857142857,26.5714285714286,546.142857142857,7340.28571428571,0.0744034876026624,0.00849896124174617,-0.296829984265574,-0.189941667980451,-0.413650306748466,-0.300751879699248
"Massachusetts",703596,102.081348386791,1069,10772,323.285714285714,41,323.285714285714,8422.42857142857,0.0383839069152094,0.00855378662874721,-0.490865069149907,-0.0509175788795879,-0.559041309431021,-0.381465517241379
"Michigan",799483,80.053514333889,636,NA,131.714285714286,13.8571428571429,131.714285714286,11946.7142857143,0.0110251473806307,0.00837370556121911,-0.451020509051546,-0.146889600718177,-0.709971689210444,-0.602459016393443
"Minnesota",417710,74.0668894708024,390,3581,381.571428571429,19,230.285714285714,10587.5714285714,0.0217505700754254,0.0131414602938631,-0.625178334710168,0.10576808307472,-0.385270425776755,-0.24
"Mississippi",213885,71.8663615296143,684,2644,329.857142857143,11.1428571428571,368.428571428571,3052.85714285714,0.120683200748713,0.0069761292193368,0.74122416619816,-0.214078187635615,0.0382194244604315,-0.271028037383178
"Missouri",269796,43.9591307629189,595,NA,170.428571428571,5.28571428571429,195.428571428571,5675.85714285714,0.0344315521884674,0.00647355863074891,0.0564510797925968,-0.1098689369329,-0.0486443381180224,-0.274509803921569
"Montana",58004,54.2713266927276,7,77,6.85714285714286,0,6.85714285714286,1607.14285714286,0.00426666666666667,0.0105260400195363,0.0883282051282052,0.506024096385542,0.846153846153846,NA
"Nebraska",134377,69.4667309068201,157,1067,152.571428571429,4,162,2404.28571428571,0.067379679144385,0.00870033622689733,-0.356442883834804,-0.0921840444468419,-0.45005149330587,0.217391304347826
"Nevada",204880,66.5161115216242,351,NA,215.142857142857,3.57142857142857,212.285714285714,4729.85714285714,0.044882056238485,0.0107491308881758,0.768600176055945,-0.00391106832335507,0.519677093844601,-0.324324324324324
"New Hampshire",93956,69.0999778629429,76,503,40,5,33.1428571428571,1421,0.0233236151603499,0.00731552513732698,-0.454759855023186,-0.339025848893614,-0.305210918114144,0.166666666666667
"New Jersey",1078215,121.390670544089,1395,18707,387.428571428571,73.5714285714286,387.428571428571,22681,0.0170816353524347,0.0178747583647727,-0.562524716242142,-0.0882795451935225,-0.580705009276438,-0.0670289855072465
"New Mexico",255284,121.747648473004,179,1625,117.285714285714,5.57142857142857,122,4377.71428571429,0.0278684244876648,0.0146144487700237,-0.00530914855720843,-0.157645894609528,-0.178178178178178,-0.204081632653061
"New York",2872240,147.645975973242,1734,89995,759.142857142857,73.5714285714286,759.142857142857,62119,0.0122207836111795,0.022352360064052,-0.556415937384228,0.00649729414433391,-0.45407848777481,-0.241531664212077
"North Carolina",611690,58.3223780435016,823,NA,1161,14.1428571428571,1150.14285714286,16334.2857142857,0.0704128039181389,0.0109018959039611,0.0612439070725965,0.226916184691983,0.648478701825558,-0.344370860927152
"North Dakota",85873,112.685057121337,35,197,34.5714285714286,0.285714285714286,34.5714285714286,999,0.0346060346060346,0.00917641871658736,0.0556385467099753,-0.114698063045955,0.0803571428571428,-0.75
"Ohio",538898,46.1026084129659,516,6864,391.428571428571,26.2857142857143,391,11481.7142857143,0.0340541482108197,0.00687580737610252,-0.385287875663877,0.0495305501508247,-0.244137931034483,-0.0466321243523317
"Oklahoma",246439,62.2797083931118,154,1111,144.857142857143,1.85714285714286,152.857142857143,3548.28571428571,0.0430791529108624,0.00627702351116548,2.13283263319234,-0.127971070463083,1.21397379912664,-0.434782608695652
"Oregon",166189,39.4024093963184,133,875,115.285714285714,1.71428571428571,102.142857142857,2861.42857142857,0.0356964553170245,0.00474899217281684,0.993713134002699,0.034393720305722,1.71717171717172,1
"Pennsylvania",575051,44.9188794022554,875,NA,491.285714285714,40,393.714285714286,9174.71428571429,0.0429129751023777,0.00501664233581204,-0.495721536633708,0.0185073585384421,-0.266424914675768,-0.341176470588235
"Rhode Island",191518,180.786341955198,141,1853,72.2857142857143,8.71428571428571,72.2857142857143,2968.42857142857,0.0243515087347803,0.0196146544945491,-0.433062048660276,0.0174811477818039,-0.416378316032295,-0.464912280701754
"South Carolina",241906,46.9837710931312,523,1988,643.142857142857,8.57142857142857,643.142857142857,4726,0.136086089111904,0.00206012608196921,1.77882528460725,-0.20818573480134,2.00333555703803,-0.0322580645161291
"South Dakota",64513,72.9241436530912,85,531,66.5714285714286,1.42857142857143,66.5714285714286,1293.57142857143,0.0514632799558255,0.0102355822978119,-0.0157124707635814,-0.276757188498403,-0.060483870967742,-0.166666666666667
"Tennessee",601362,88.0577943979755,NA,2073,481.714285714286,7.85714285714286,495.714285714286,15705.8571428571,0.0315623834602196,0.0160987258488362,-0.394347753032704,0.707821359223301,0.212513484358145,0.571428571428571
"Texas",1260319,43.4654494547001,2242,NA,1777.85714285714,19.7142857142857,1779.71428571429,23863.1428571429,0.0745800457370003,0.00576088721015237,0.579536590075074,0.0138504491381403,0.5755158880871,-0.206896551724138
"Utah",262782,81.9667631328919,236,1012,311.857142857143,2.57142857142857,311.857142857143,3947.57142857143,0.0789997466796946,0.00861926450689622,0.199331582350178,0.103378054623862,0.714846818538884,0.2
"Vermont",49933,80.0222439818651,11,NA,11.2857142857143,0,11.2857142857143,1407.14285714286,0.00802030456852792,0.0157855346808998,0.828280732730082,0.328209277238404,2.43478260869565,NA
"Virginia",459993,53.8916262736923,959,8090,638.857142857143,11.4285714285714,638.857142857143,12694.5714285714,0.0503252233800725,0.0104108490649485,-0.532452942492082,0.35421143266432,-0.43118799287713,-0.62085308056872
"Washington",439862,57.7633855130991,225,3817,299.428571428571,8.57142857142857,286,5620.71428571429,0.0508832126064303,0.00516684870030347,0.332152884073722,0.553357811204548,0.00575815738963534,-0.117647058823529
"West Virginia",127517,71.1532033923556,29,NA,19.7142857142857,0.571428571428571,18.2857142857143,2542,0.00719343598965944,0.0099288730221349,-0.6600331769245,0.286344249259018,-0.514084507042254,0.333333333333333
"Wisconsin",410917,70.5747802379555,285,3035,278.142857142857,6.71428571428571,278.142857142857,10792,0.0257730594090861,0.0129746425635739,-0.48552269240413,0.0176331918906176,-0.41932597673725,-0.419753086419753
"Wyoming",33055,57.1135826829475,5,93,15.8571428571429,0.142857142857143,15.8571428571429,649.571428571429,0.0244117000219925,0.00785646529902775,0.162858510459385,0.0275706214689266,0.305882352941177,-0.75
"Puerto Rico",5690,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam",8543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgin Islands",2356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands",7936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
