"State","CumulativeTests","TestsPer1000","CurrentlyHospitalized","CumulativeHospitalizations","Rolling Avg Change in Cases (7 Days)","Rolling Avg Change in Deaths (7 Days)","Rolling Avg Change in Positives (7 Days)","Rolling Avg Change in Tests (7 Days)","Positivity Rate (7 Days - Rolling)","Change in Tests (7 Days) Over Pop","Pct Change in Positives (2 Wks - Rolling)","Pct Change in Tests (7 Days - Rolling)","Pct Change in Cases (2 Wks - Rolling)","Pct Change in Deaths (2 Wks - Rolling)"
"US Total",23050022,70.2231766282453,27902,224420,21141.1428571429,759,20718.5714285714,462196.428571429,0.0448263338871074,0.00985675024881144,-0.141916990578484,0.0290881713425643,-0.00373629184815169,-0.200812274368231
"Alabama",293252,59.8084714323445,622,2241,651.142857142857,12,651.142857142857,6801.14285714286,0.0957402117291212,0.00970960712271717,-0.173712437502981,0.423556499117902,0.405922270203578,0.217391304347826
"Alaska",71803,98.1525401718281,12,NA,16.8571428571429,0.285714285714286,16.8571428571429,1128.85714285714,0.0149329283725639,0.0108017961984567,4.36666471973989,-0.352613468785843,3.53846153846154,NA
"Arizona",328397,45.1174293491559,1412,3692,1315.57142857143,20.8571428571429,1286.71428571429,8107.28571428571,0.158710859720534,0.00779684111911481,0.806619139505377,0.0394146412937966,1.87332293291732,0.41747572815534
"Arkansas",187017,61.9712214577222,203,979,427.714285714286,3.28571428571429,349.428571428571,4322.85714285714,0.0808327825512227,0.0100271588214476,0.352982691524749,0,1.41841680129241,0.277777777777778
"California",2724393,68.9506383885311,4411,NA,3060.71428571429,67.1428571428571,2803.85714285714,59441.8571428571,0.047169743302579,0.010530741335409,0.0837660065043642,-0.00860604472188799,0.23444342014289,0.154791154791155
"Colorado",236461,41.0612676115036,274,5234,166.857142857143,10,172.428571428571,4026.28571428571,0.0428257167187056,0.00489412954509462,-0.379792571941567,-0.133759527907549,-0.449056603773585,-0.396551724137931
"Connecticut",344254,96.5571635607456,233,9912,168,18.7142857142857,168,6957.85714285714,0.0241453649522636,0.0136608918160025,-0.534380782260548,0.00187188875632534,-0.416377171215881,-0.447257383966245
"Delaware",80099,82.2570972021968,93,NA,54.8571428571429,4.14285714285714,54.8571428571429,1780.57142857143,0.030808729139923,0.0127998159718371,-0.62983227761527,0.500601974476282,-0.569988801791713,-0.256410256410256
"District of Columbia",63036,89.3178736349609,197,NA,62.8571428571429,4,62.8571428571429,1336.85714285714,0.0470185937166061,0.0132596716396339,-0.697853883786497,0.162628897999752,-0.414114513981358,-0.2
"Florida",1370413,63.806210123534,NA,12155,1542,33.8571428571429,1542,28032.5714285714,0.0550074403245205,0.00913634429921551,0.438594622540333,0.0949184508166077,1.03775722106853,0.107476635514019
"Georgia",599680,56.4807486713113,810,9224,777.857142857143,38.4285714285714,784.571428571429,10974.7142857143,0.0714890071983651,0.00723555989056855,0.299158679201873,0.129434422734824,0.331621423330888,0.478021978021978
"Hawaii",59338,41.9091556298874,NA,87,7.14285714285714,0,6,868.714285714286,0.00690675875678342,0.00429487976314243,4.1238283177109,0.131138392857143,5.25,NA
"Idaho",62658,35.061959134111,NA,265,30.5714285714286,0.571428571428571,34.5714285714286,1059.85714285714,0.0326189513411511,0.00415149980554708,-0.244902640828642,-0.24411614875191,0.0288461538461539,0.333333333333333
"Illinois",1169806,92.3155401263954,2117,NA,711.571428571429,60.7142857142857,834.571428571429,21104.5714285714,0.0395445807272629,0.0116583086203632,-0.44934855837942,0.0190592471493906,-0.552108623325241,-0.212962962962963
"Indiana",340637,50.5980271883609,871,6349,363.714285714286,17.2857142857143,363.714285714286,6158.14285714286,0.0590623332637391,0.00640308938256465,-0.260168440549502,0.0479397107086422,-0.230815709969788,-0.248447204968944
"Iowa",219608,69.6047948223019,200,NA,319.857142857143,7.28571428571429,319.857142857143,4984.85714285714,0.0641657591563019,0.0110596595321181,-0.277227718427398,0.0175847890116942,-0.0456095481670931,-0.4
"Kansas",129152,44.3316443061064,NA,973,94.1428571428571,1.71428571428571,93.4285714285714,2214.14285714286,0.0421962707271437,0.00532005818802917,0.0266280584928586,-0.17135372112917,-0.114247311827957,0.2
"Kentucky",294585,65.9370101616658,410,2433,165.428571428571,4.14285714285714,165.428571428571,6503.28571428571,0.0254376908375986,0.0101894207566221,0.260072434959194,0.1139305552157,0.0220653133274491,-0.275
"Louisiana",504383,108.497601743592,542,NA,542.428571428571,11.2857142857143,542.428571428571,10902,0.0497549597714705,0.0164158704386557,0.0663289998795405,0.288,0.431749622926094,-0.330508474576271
"Maine",68350,50.8476341529461,29,313,33.2857142857143,0.285714285714286,33.2857142857143,1346.71428571429,0.0247162405855521,0.00701303068266018,0.112047062479321,0.00748103024473656,-0.133828996282528,-0.833333333333333
