"State","CumulativeTests","TestsPer1000","CurrentlyHospitalized","CumulativeHospitalizations","Rolling Avg Change in Cases (7 Days)","Rolling Avg Change in Deaths (7 Days)","Rolling Avg Change in Positives (7 Days)","Rolling Avg Change in Tests (7 Days)","Positivity Rate (7 Days - Rolling)","Change in Tests (7 Days) Over Pop","Pct Change in Positives (2 Wks - Rolling)","Pct Change in Tests (7 Days - Rolling)","Pct Change in Cases (2 Wks - Rolling)","Pct Change in Deaths (2 Wks - Rolling)"
"Florida",1306748,60.8419779048416,NA,11850,1229.57142857143,33.5714285714286,1229.57142857143,28301.4285714286,0.0434455605471708,0.00922396991824604,0.365072471168639,0.344558917348753,0.667054038349797,0.053811659192825
"Georgia",584241,55.026629343109,842,9073,726.571428571429,29.4285714285714,726.571428571429,12606.1428571429,0.057636299763154,0.008311150455247,0.352231620228753,1.10322719038993,0.0514781889600992,-0.127118644067797
"Hawaii",57295,40.4662285856349,NA,85,4.57142857142857,0,4.14285714285714,952.142857142857,0.00435108777194299,0.00470734642679564,2.04451827242525,0.501464293759856,4.33333333333333,NA
"Idaho",60115,33.6389554940643,NA,262,46.7142857142857,0.285714285714286,41,1444.28571428571,0.0283877349159248,0.00565732080254496,-0.43351829427863,0.706329113924051,0.694300518134715,-0.5
"Illinois",1123051,88.6258573254783,2365,NA,858.142857142857,67.7142857142857,961.571428571429,20221.5714285714,0.0475517657946606,0.0111705334221498,-0.447854424535789,-0.0879563407688046,-0.56746831797235,-0.150537634408602
"Indiana",327342,48.6231954129834,887,6314,375,21.1428571428571,375,6039.85714285714,0.062087561200596,0.00628009873119101,-0.222776798691875,-0.00477849442116661,-0.170091685109074,-0.108433734939759
"Iowa",208539,66.0964732953627,242,NA,332.285714285714,8.14285714285714,356.571428571429,5483.42857142857,0.0650270946227595,0.0121658156554371,-0.318517942806347,0.54035073638589,-0.153874136049473,-0.446601941747573
"Kansas",123742,42.474652577786,NA,954,94,2,91.7142857142857,2241.28571428571,0.0409203900822232,0.00538527601212914,-0.318762678894317,-0.334224485465733,-0.160714285714286,0.272727272727273
"Kentucky",281094,62.9173173596187,514,2406,210.428571428571,4.85714285714286,210.428571428571,6030.71428571429,0.0348928106123416,0.00944899055951499,0.0287148271602848,-0.331797964449087,0.618681318681319,0.416666666666667
"Louisiana",469673,101.031149153953,553,NA,413.857142857143,14,413.857142857143,8290.42857142857,0.049919873175607,0.0124834526976244,-0.0320943043533757,0.0659992652461425,-0.0892801005972965,-0.147826086956522
"Maine",65457,48.6954438734366,29,308,31.2857142857143,0.714285714285714,31.2857142857143,1561.57142857143,0.0200347635166042,0.00813190181310686,-0.474055956488643,0.478760822510823,-0.311320754716981,-0.375
"Maryland",392370,64.9008879067367,902,9789,640.428571428571,29,640.428571428571,8145.28571428571,0.0786256730448814,0.00943103174498154,-0.397740233930806,-0.130440750343145,-0.265081967213115,-0.245353159851301
"Massachusetts",683088,99.1059416296228,1260,10654,366.285714285714,43.1428571428571,366.285714285714,7761.28571428571,0.0471939479835815,0.00788233244149477,-0.440944986848206,-0.172028590151942,-0.511619047619048,-0.372141372141372
"Michigan",770520,77.1534027171912,661,NA,1021,55,1021,20540.8571428571,0.049705812805141,0.0143975226640373,0.492627882335526,0.44803971922616,1.74990380915737,0.405109489051095
"Minnesota",381841,67.7067227081483,411,3522,428.428571428571,24.2857142857143,428.428571428571,14868.1428571429,0.0288152041277131,0.0184545729224886,-0.704310564902228,1.11598828935063,-0.374426366291197,0.0897435897435897
"Mississippi",213885,71.8663615296143,655,2614,308.714285714286,12.2857142857143,308.714285714286,4162.57142857143,0.0741643215045645,0.00979050444046988,0.114250193813161,-0.212294882538996,0.0404429465575349,-0.14
"Missouri",259040,42.2066051121089,537,NA,189,8.57142857142857,202.857142857143,5753.71428571429,0.0352567285728474,0.0065623580431412,-0.211508448845821,-0.121225344737302,0.0271739130434783,0.132075471698113
"Montana",55777,52.1876385928603,7,74,5.28571428571429,0.142857142857143,5.28571428571429,1595.42857142857,0.00331303724928367,0.0104493168833939,5.53441380133716,0.430877642536835,11.3333333333333,0
"Nebraska",127662,65.9953846344721,175,1000,167.571428571429,3,181.714285714286,2170.85714285714,0.0837062384838115,0.00785563335139226,-0.136687943082359,-0.222512151445383,-0.370032223415682,0.4
"Nevada",193254,62.7416273721201,337,NA,181,2.71428571428571,175.571428571429,4438.28571428571,0.0395583880520149,0.0100865021122307,0.56178354011482,0.121750433275563,0.662729658792651,-0.40625
"New Hampshire",89907,66.122139189872,81,500,54.7142857142857,5.14285714285714,54.7142857142857,1844,0.0296715215370313,0.00949319377426527,-0.223653365901675,0.121751977057443,-0.0837320574162679,0.090909090909091
"New Jersey",1030793,116.051671941267,1512,18492,468.285714285714,71,468.285714285714,24502,0.0191121424490129,0.0193098774063604,-0.604250705192072,-0.0315141590671673,-0.43984962406015,-0.157627118644068
"New Mexico",245557,117.108738957731,197,1583,158.571428571429,5,154.428571428571,4974.28571428571,0.0310453762205629,0.0166060274824509,0.270940774914302,0.275738257492489,0.187165775401069,-0.239130434782609
"New York",2729005,140.283056659909,2042,89995,867.285714285714,74.7142857142857,867.285714285714,62670.4285714286,0.013838834902768,0.0225507813196772,-0.600694427517188,0.0496830801404067,-0.426993865030675,-0.383254716981132
"North Carolina",572677,54.6026328545805,812,NA,1028.14285714286,13,1056.28571428571,14912.4285714286,0.0708325749374922,0.00995291418337229,0.360579640160844,0.226538357596907,0.546411688869789,-0.228813559322034
"North Dakota",82788,108.636830074193,32,193,37.4285714285714,1,37.4285714285714,1022.57142857143,0.0366024029058396,0.00939293653272306,-0.213869235742653,-0.00055850321139345,-0.308707124010554,0
"Ohio",512583,43.8513658023287,563,6753,397.571428571429,22.7142857142857,397.571428571429,10825.5714285714,0.0367252141094498,0.00648287721039259,-0.447727276106282,-0.00786855197695718,-0.304771421433925,-0.395437262357414
"Oklahoma",241445,61.017631920982,153,1092,96.8571428571429,2.14285714285714,96.4285714285714,4177.85714285714,0.0230808685245341,0.00739075419051593,0.170898752021523,-0.00574556333718631,-0.0272596843615494,-0.347826086956522
"Oregon",161804,38.3627523480008,130,864,94.4285714285714,1.42857142857143,94.4285714285714,2870,0.0329019412643106,0.0047632178108782,1.06060554508929,0.0210408619638139,1.78902953586498,1.5
"Pennsylvania",554372,43.3035835290907,946,NA,505.142857142857,45.7142857142857,492,9862.71428571429,0.0498848476947812,0.00539283387917299,-0.395353316247589,0.233191626178908,-0.348922850303811,-0.353535353535353
"Rhode Island",187803,177.279510950469,146,1842,76.7142857142857,10,76.7142857142857,3011.71428571429,0.0254719666065838,0.019900675973535,-0.543829524813888,-0.127292296228836,-0.461384152457372,-0.401709401709402
"South Carolina",230057,44.682419726557,494,1898,477.714285714286,10.5714285714286,444,4229.57142857143,0.104975174789746,0.00575036795595949,1.72118162090585,-0.373290715888404,1.30939226519337,0.254237288135593
"South Dakota",61744,69.7941240636223,87,514,63.1428571428571,1,63.1428571428571,1717.57142857143,0.0367628711636031,0.0135905473182322,-0.47462891247061,0.128284534534535,-0.170731707317073,-0.125
"Tennessee",535294,78.3834179653352,NA,2011,442.428571428571,7,462.714285714286,8292.57142857143,0.0557986493936053,0.00850000307504246,0.118728725062778,-0.0507121948028586,0.0779672815871911,0.0208333333333334
"Texas",1161087,40.0431702695979,2008,NA,1700,23,1640.85714285714,22045.5714285714,0.074430238661474,0.00532210074941334,0.520032879460287,0.0213443286960435,0.732421021982821,0.0387096774193549
"Utah",254668,79.435850376081,188,968,338.142857142857,1.57142857142857,338.142857142857,3682.71428571429,0.0918189223786803,0.00804096622600795,0.932438002913551,0.103789338471419,1.37650602409639,-0.266666666666667
"Vermont",47209,75.6567824112284,12,NA,15,0,15,1221,0.0122850122850123,0.0136973568444316,1.7031577031577,0.379438347320852,2.88888888888889,NA
"Virginia",407397,47.7296108180416,1069,7964,753.142857142857,12.2857142857143,753.142857142857,7996.71428571429,0.0941815388463119,0.00655812493651528,-0.173509206645109,-0.143296602387511,-0.281841710938564,-0.58252427184466
"Washington",415342,54.5433796640347,226,3773,267.142857142857,5.85714285714286,182.428571428571,2636.42857142857,0.0691953400162558,0.00242354029137376,0.579755170357445,-0.505174817674818,0.303135888501742,-0.293103448275862
"West Virginia",121120,67.5837417354715,38,NA,16.7142857142857,1,16.7142857142857,2031.71428571429,0.00822669104204753,0.00793573295047783,-0.77248855984648,-0.0708826027307768,-0.647590361445783,0.4
"Wisconsin",387980,66.6353624618158,306,2976,313.285714285714,8,313.285714285714,11370.5714285714,0.0275523280649295,0.0136702279493421,-0.463646808800975,0.104797068458165,-0.280747786159396,-0.0344827586206897
"Wyoming",31618,54.6306839288892,7,92,9.28571428571429,0.142857142857143,9.28571428571429,603.428571428571,0.0153882575757576,0.00729837462570776,-0.349785052910053,-0.175965665236052,-0.10958904109589,-0.666666666666667
"Puerto Rico",5352,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam",8380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgin Islands",2252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands",7581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
