Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Albania,2026-06-21,337234,,3608,,Upper middle income,European Region,2854710,,118132.489815078,1263.87619057628,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Burkina Faso,2026-06-21,22231,,400,,Low income,African Region,22100683,,1005.89651460093,18.0989881624925,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Argentina,2026-06-21,10119537,23,130850,,Upper middle income,Region of the Americas,45276780,,223503.902000098,2890.00233673861,0.507986654527994,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Bahamas,2026-06-21,39127,,849,,High income,Region of the Americas,407906,,95921.6093903988,2081.36188239447,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Bulgaria,2026-06-21,1341082,,38778,,High income,European Region,6885868,,194758.598335025,5631.53403463441,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
American Samoa,2026-06-21,8359,,34,,High income,Western Pacific Region,45035,,185611.191295659,754.968357943822,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Bermuda,2026-06-21,18860,,165,,High income,Region of the Americas,64185,,293838.124172314,2570.6940874036,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Antigua & Barbuda,2026-06-21,9106,,146,,High income,Region of the Americas,93219,,97683.948551261,1566.20431457106,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Brazil,2026-06-21,38037090,1261,704022,0,Upper middle income,Region of the Americas,214326223,,177472.870410262,3284.81503637565,5.88355443561379,0,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Australia,2026-06-21,11861161,,25236,,High income,Western Pacific Region,25921089,,457587.295039958,973.570207640582,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Brunei,2026-06-21,350550,,182,,High income,Western Pacific Region,445373,,787093.065812252,408.646235851747,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Benin,2026-06-21,28036,,163,,Lower middle income,African Region,12996895,,2157.1306069642,12.5414570172337,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Congo - Kinshasa,2026-06-21,101010,,1474,,Low income,African Region,95894118,,1053.34927841977,15.3711200513883,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Barbados,2026-06-21,109146,2,593,,High income,Region of the Americas,281200,,388143.669985775,2108.81934566145,7.11237553342817,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Bosnia & Herzegovina,2026-06-21,404289,,16419,,Upper middle income,European Region,3270943,,123600.136107538,5019.65335378819,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Djibouti,2026-06-21,15690,,189,,Lower middle income,Eastern Mediterranean Region,1105557,,14191.9412567602,170.954550511643,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,23417911,351975,0,0,30756.0421139575,462.268300663548,0,0
Denmark,2026-06-21,3453711,4,10012,,High income,European Region,5854240,,589950.360764164,1710.21345213042,0.683265462297412,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Belarus,2026-06-21,994102,,7118,,Upper middle income,European Region,9578167,,103788.334448543,743.148454187529,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Canada,2026-06-21,4819055,,55282,,High income,Region of the Americas,38155012,,126302.017674637,1448.87911449222,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Algeria,2026-06-21,272440,,6881,,Upper middle income,African Region,44177969,,6166.87471531342,155.756368066626,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Belize,2026-06-21,71494,0,688,,Upper middle income,Region of the Americas,400031,,178721.149110944,1719.86671032995,0,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Cook Islands,2026-06-21,7375,,2,,,Western Pacific Region,17003,,433746.985826031,117.626301240957,,,18263907,105690,0,0,,,,,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
France,2026-06-21,39060716,39,168207,,High income,European Region,64531444,,605297.411289913,2606.58974251374,0.60435653663662,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Colombia,2026-06-21,6403770,121,142814,0,Upper middle income,Region of the Americas,51516562,,124305.07299769,2772.19586198318,2.34875922038431,0,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Bolivia,2026-06-21,1212186,0,22389,0,Lower middle income,Region of the Americas,12079472,,100350.909377496,1853.47505255197,0,0,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Saint Barth�lemy,2026-06-21,5507,,5,,,,,,,,,,18263907,105690,0,0,,,,,1310974,4286,0,0,,,,
Micronesia (Federated States of),2026-06-21,31765,,62,,Upper middle income,Western Pacific Region,113131,,280780.687875118,548.037231174479,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Comoros,2026-06-21,9109,,160,,Lower middle income,African Region,821625,,11086.5662558953,194.736041381409,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Botswana,2026-06-21,330699,,2801,,Upper middle income,African Region,2588423,,127760.802619974,1082.12606672093,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Greece,2026-06-21,5866900,77,40254,0,High income,European Region,10445365,,561674.963009909,3853.76671853975,7.37169069726142,0,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Costa Rica,2026-06-21,1242945,,9396,,High income,Region of the Americas,5153957,,241163.246026306,1823.06526810371,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Grenada,2026-06-21,19693,,238,,Upper middle income,Region of the Americas,124610,,158037.075676109,1909.95907230559,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Central African Republic,2026-06-21,15493,,113,,Low income,African Region,5457154,,2839.02561664926,20.7067640018955,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
French Guiana,2026-06-21,98041,,413,,,,297449,,329606.083732001,1388.47331811504,,,18263907,105690,0,0,,,,,1310974,4286,0,0,,,,
Cura�ao,2026-06-21,45883,,305,,,Region of the Americas,,,,,,,18263907,105690,0,0,,,,,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Congo - Brazzaville,2026-06-21,25234,,389,,Lower middle income,African Region,5835806,,4323.99569142634,66.6574591410338,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Bhutan,2026-06-21,62956,,21,,Lower middle income,South-East Asia Region,777486,,80973.8053161086,27.0101326583373,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,61965773,809348,2015,0,30132.0669856985,393.561267294142,0.979833092313438,0
Guam,2026-06-21,52287,,419,,High income,Western Pacific Region,170534,,306607.480033307,2456.98804930395,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Cayman Islands,2026-06-21,31472,,37,,High income,Region of the Americas,68136,,461899.729951861,543.031583891042,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Cape Verde,2026-06-21,64550,,417,,Upper middle income,African Region,587925,,109792.915763065,709.274142109963,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Israel,2026-06-21,4841703,,12707,,High income,European Region,8900059,,544007.96668876,1427.74334417334,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Germany,2026-06-21,38437953,0,174979,,High income,European Region,83408554,,460839.460182945,2097.85437594326,0,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Cyprus,2026-06-21,718904,,1364,,High income,European Region,1244188,,577809.784373423,1096.29734413127,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Jersey,2026-06-21,66391,,161,,,,109618,,605657.829918444,1468.7368862778,,,18263907,105690,0,0,,,,,1310974,4286,0,0,,,,
Dominica,2026-06-21,16047,0,74,0,Upper middle income,Region of the Americas,72412,,221606.915980777,1021.93006683975,0,0,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Czechia,2026-06-21,4887466,17,43995,0,High income,European Region,10510751,,464996.839902306,4185.71422727073,1.61739156412325,0,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Japan,2026-06-21,33803572,,74694,,High income,Western Pacific Region,124612530,,271269.446178486,599.410027225994,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Switzerland,2026-06-21,4492011,5,14170,,High income,European Region,8691406,,516833.640034766,1630.34611431108,0.575280915423811,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Dominican Republic,2026-06-21,661103,,4384,,Upper middle income,Region of the Americas,11117873,,59463.0825518514,394.320028660158,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Eritrea,2026-06-21,10189,,103,,Low income,African Region,3620312,,2814.39831705113,28.4505865792783,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Cambodia,2026-06-21,139326,,3056,,Lower middle income,Western Pacific Region,16589023,,8398.68628791461,184.21820260301,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Spain,2026-06-21,13980340,,121886,,High income,European Region,47486935,,294403.923942449,2566.72703765783,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Finland,2026-06-21,1518764,,11466,,High income,European Region,5535992,,274343.604542781,2071.17351325652,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
St. Kitts & Nevis,2026-06-21,6607,,46,,High income,Region of the Americas,47606,,138785.027097425,966.264756543293,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Ethiopia,2026-06-21,501339,,7574,,Low income,African Region,120283026,,4167.99457639185,62.968153129104,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Guernsey,2026-06-21,35326,,67,,,,63065,,560152.22389598,1062.39594069611,,,18263907,105690,0,0,,,,,1310974,4286,0,0,,,,
South Korea,2026-06-21,34571873,,35934,,High income,Western Pacific Region,51830139,,667022.579275738,693.303176362309,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Falkland Islands,2026-06-21,1923,,0,,,,3764,,510892.667375133,0,,,18263907,105690,0,0,,,,,1310974,4286,0,0,,,,
Ghana,2026-06-21,172843,,1463,,Lower middle income,African Region,32833031,,5264.30228144334,44.5587859372472,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Kuwait,2026-06-21,667290,,2570,,High income,Eastern Mediterranean Region,4250114,,157005.200331097,604.689662441996,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,23417911,351975,0,0,30756.0421139575,462.268300663548,0,0
Chile,2026-06-21,5410527,1,62893,0,High income,Region of the Americas,19493184,,277559.940951668,3226.40980560179,0.0512999825990459,0,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Gabon,2026-06-21,49069,,307,,Upper middle income,African Region,2341179,,20959.0979587635,131.130511592663,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Gibraltar,2026-06-21,20550,,113,,High income,,32669,,629036.7014601,3458.93660656892,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,1310974,4286,0,0,,,,
Morocco,2026-06-21,1279115,,16305,,Lower middle income,Eastern Mediterranean Region,37076584,,34499.2677858349,439.765432543624,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,23417911,351975,0,0,30756.0421139575,462.268300663548,0,0
Guadeloupe,2026-06-21,203235,,1021,,,,396051,,513153.609004901,2577.95081946517,,,18263907,105690,0,0,,,,,1310974,4286,0,0,,,,
Gambia,2026-06-21,12627,,372,,Low income,African Region,2639916,,4783.1067352143,140.913574522826,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Monaco,2026-06-21,17181,,67,,High income,European Region,36686,,468325.791855204,1826.30976394265,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Guinea-Bissau,2026-06-21,9614,,177,,Low income,African Region,2060721,,4665.35741616648,85.8922678033562,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Madagascar,2026-06-21,68853,,1428,,Low income,African Region,28915653,,2381.1670447145,49.3850164822493,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Guyana,2026-06-21,75619,47,1312,0,High income,Region of the Americas,804567,,93987.2005687531,1630.69079393015,58.4165147215832,0,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
China,2026-06-21,99381761,0,122398,0,Upper middle income,Western Pacific Region,1425893465,,69697.8865808884,85.8395125613399,0,0,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Greenland,2026-06-21,11971,,21,,High income,European Region,56243,,212844.265064097,373.379798374909,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Martinique,2026-06-21,230354,,1104,,,,368796,,624610.895996703,2993.52487554095,,,18263907,105690,0,0,,,,,1310974,4286,0,0,,,,
Hungary,2026-06-21,2240875,,49124,,High income,European Region,9709786,,230785.209890311,5059.22581609935,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Honduras,2026-06-21,473050,3,11114,0,Lower middle income,Region of the Americas,10278345,,46023.946462198,1081.30248595469,0.291875783504056,0,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Indonesia,2026-06-21,6830274,,162059,,Upper middle income,South-East Asia Region,273753191,,24950.4817644299,591.989446435348,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,61965773,809348,2015,0,30132.0669856985,393.561267294142,0.979833092313438,0
Nigeria,2026-06-21,267237,,3155,,Lower middle income,African Region,213401323,,1252.27433571253,14.78435070433,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Croatia,2026-06-21,1371679,,18805,,High income,European Region,4060135,,337840.73682279,4631.61939196603,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
New Zealand,2026-06-21,2668236,,4538,,High income,Western Pacific Region,5129727,,520151.657193453,884.647467594279,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Iceland,2026-06-21,211291,0,186,,High income,European Region,370335,,570540.186587819,502.247964680627,0,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Isle of Man,2026-06-21,38008,,116,,High income,,84263,,451063.930788128,1376.64217984169,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,1310974,4286,0,0,,,,
Côte d’Ivoire,2026-06-21,88548,,835,,Lower middle income,African Region,27478249,,3222.4760755316,30.3876713541682,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Peru,2026-06-21,4533827,,221071,,Upper middle income,Region of the Americas,33715471,,134473.191847149,6556.96015636264,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Italy,2026-06-21,26969918,,198523,,High income,European Region,59240329,,455262.799097554,3351.14614235178,,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
India,2026-06-21,45056221,,533849,,Lower middle income,South-East Asia Region,1407563842,,32010.0727622982,379.271606779453,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,61965773,809348,2015,0,30132.0669856985,393.561267294142,0.979833092313438,0
Papua New Guinea,2026-06-21,46864,,670,,Lower middle income,Western Pacific Region,9949437,,4710.21626650835,67.3404937384899,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,208610782,421686,0,0,108408.157958678,219.136336380557,0,0
Kenya,2026-06-21,344162,,5689,,Lower middle income,African Region,53005614,,6492.93488044493,107.328253946837,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
Ireland,2026-06-21,1749951,0,9780,,High income,European Region,4986526,,350935.902068895,1961.28527154977,0,,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
Poland,2026-06-21,6843780,4,121221,0,High income,European Region,38307726,,178652.734437956,3164.40083131011,0.104417578845583,0,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,281542569,2282853,337,0,302470.867059197,2452.54750900099,0.362050692941391,0
St. Lucia,2026-06-21,30254,0,410,0,Upper middle income,Region of the Americas,179651,,168404.294994183,2282.2027152646,0,0,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,193895739,3077103,1544,16,188935.505773276,2998.38467116323,1.50450145226729,0.0155906886245315
Iran,2026-06-21,7627863,,146837,,Upper middle income,Eastern Mediterranean Region,87923432,,86755.7467501951,1670.05537272476,,,241020594,2672512,3492,0,95648.2685671422,1060.57802481771,1.38578927341147,0,23417911,351975,0,0,30756.0421139575,462.268300663548,0,0
North Korea,2026-06-21,0,,0,,Low income,South-East Asia Region,25971909,,0,0,,,1905764,43239,0,0,2653.32480659461,60.2000621862647,0,0,61965773,809348,2015,0,30132.0669856985,393.561267294142,0.979833092313438,0
Liechtenstein,2026-06-21,21649,0,89,0,High income,,39039,,554548.016086478,2279.77151054074,0,0,457904373,3503364,390,16,367627.679946373,2812.6693154067,0.313110779527509,0.0128455704421542,1310974,4286,0,0,,,,
Cameroon,2026-06-21,125325,,1974,,Lower middle income,African Region,27198628,,4607.76918600453,72.5771902906279,,,60700517,796870,14,0,17870.1409608324,234.597330158794,0.00412157895544207,0,9051407,174424,0,0,7785.09850230738,150.02176138654,0,0
