Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Brunei,2024-11-17,349517,74,181,0,High income,Western Pacific Region,445373,,784773.661627445,406.40092686355,166.152865126534,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,208587244,421594,1540,9,108395.926034721,219.088527008306,0.800287318113615,0.00467700380715749
Bulgaria,2024-11-17,1338510,183,38762,3,High income,European Region,6885868,,194385.07970237,5629.21043505336,26.5761702083165,0.435674921447812,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Burkina Faso,2024-11-17,22155,,400,,Low income,African Region,22100683,,1002.45770685006,18.0989881624925,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Burundi,2024-11-17,54569,,15,,Low income,African Region,12551213,,4347.70726940894,1.19510361269465,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Cape Verde,2024-11-17,64474,,417,,Lower middle income,African Region,587925,,109663.647574095,709.274142109963,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Cambodia,2024-11-17,139325,,3056,,Lower middle income,Western Pacific Region,16589023,,8398.62600708914,184.21820260301,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,208587244,421594,1540,9,108395.926034721,219.088527008306,0.800287318113615,0.00467700380715749
Cameroon,2024-11-17,125279,,1974,,Lower middle income,African Region,27198628,,4606.07792422471,72.5771902906279,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Canada,2024-11-17,4819055,,55282,,High income,Region of the Americas,38155012,,126302.017674637,1448.87911449222,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Cayman Islands,2024-11-17,31472,,37,,High income,Region of the Americas,68136,,461899.729951861,543.031583891042,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Central African Republic,2024-11-17,15443,,113,,Low income,African Region,5457154,,2829.86333169267,20.7067640018955,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Chad,2024-11-17,7702,,194,,Low income,African Region,17179740,,448.318775487871,11.2923711301801,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Chile,2024-11-17,5405659,921,62797,3,High income,Region of the Americas,19493184,,277310.212636376,3221.48500727229,47.2472839737213,0.153899947797138,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
China,2024-11-17,99381233,44,122377,2,Upper middle income,Western Pacific Region,1425893465,,69697.5162867445,85.8247849533415,0.0308578453299805,0.00140262933318093,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,208587244,421594,1540,9,108395.926034721,219.088527008306,0.800287318113615,0.00467700380715749
Colombia,2024-11-17,6394508,42,142727,0,Upper middle income,Region of the Americas,51516562,,124125.286155547,2770.50708469249,0.815271795505298,0,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Comoros,2024-11-17,9109,,160,,Lower middle income,African Region,821625,,11086.5662558953,194.736041381409,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Congo - Brazzaville,2024-11-17,25234,,389,,Lower middle income,African Region,5835806,,4323.99569142634,66.6574591410338,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Cook Islands,2024-11-17,7375,,2,,,Western Pacific Region,17003,,433746.985826031,117.626301240957,,,18263911,105690,0,0,,,,,208587244,421594,1540,9,108395.926034721,219.088527008306,0.800287318113615,0.00467700380715749
Costa Rica,2024-11-17,1235775,14,9374,0,Upper middle income,Region of the Americas,5153957,,239772.081916865,1818.79670319329,2.71635948844742,0,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Côte d’Ivoire,2024-11-17,88454,,835,,Lower middle income,African Region,27478249,,3219.05518797795,30.3876713541682,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Croatia,2024-11-17,1350687,586,18777,0,High income,European Region,4060135,,332670.465390929,4624.72306955311,144.330176213353,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Cuba,2024-11-17,1113662,,8530,,Upper middle income,Region of the Americas,11256372,,98936.1403478847,757.793008262342,,,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Cura�ao,2024-11-17,45883,,305,,,Region of the Americas,,,,,,,18263911,105690,0,0,,,,,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Cyprus,2024-11-17,708871,80,1497,0,High income,European Region,1244188,,569745.890492434,1203.19437255463,64.2989644651773,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Czechia,2024-11-17,4818090,1785,43723,5,High income,European Region,10510751,,458396.360069799,4159.83596224475,169.826114232941,0.47570340121272,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
North Korea,2024-11-17,0,,0,,Low income,South-East Asia Region,25971909,,0,0,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,61323334,808857,622,2,29819.6684785061,393.322508957504,0.302459644376654,0.000972539049442619
Congo - Kinshasa,2024-11-17,100980,,1474,,Low income,African Region,95894118,,1053.03643337123,15.3711200513883,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Denmark,2024-11-17,3443785,251,10010,5,High income,European Region,5854240,,588254.837519473,1709.87181939927,42.8749077591626,0.854081827871765,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Djibouti,2024-11-17,15690,,189,,Lower middle income,Eastern Mediterranean Region,1105557,,14191.9412567602,170.954550511643,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,23417911,351975,0,0,30756.0421139575,462.268300663548,0,0
Dominica,2024-11-17,16047,,74,,Upper middle income,Region of the Americas,72412,,221606.915980777,1021.93006683975,,,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Dominican Republic,2024-11-17,661103,,4384,,Upper middle income,Region of the Americas,11117873,,59463.0825518514,394.320028660158,,,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Ecuador,2024-11-17,1078844,17,36055,0,Upper middle income,Region of the Americas,17797737,,60616.9200050546,2025.81934995444,0.955177616120521,0,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Egypt,2024-11-17,516023,,24830,,Lower middle income,Eastern Mediterranean Region,109262178,,4722.79620858372,227.251556343678,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,23417911,351975,0,0,30756.0421139575,462.268300663548,0,0
El Salvador,2024-11-17,201964,2,4230,0,Upper middle income,Region of the Americas,6314167,,31985.8502317091,669.922097404139,0.316748036597702,0,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Equatorial Guinea,2024-11-17,17130,,183,,Upper middle income,African Region,1634466,,10480.4872049954,111.963173293296,,,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Eritrea,2024-11-17,10189,,103,,Low income,African Region,3620312,,2814.39831705113,28.4505865792783,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Estonia,2024-11-17,612879,133,2998,0,High income,European Region,1328701,,461261.788769633,2256.33908606978,100.097764658866,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Eswatini,2024-11-17,75356,,1427,,Lower middle income,African Region,1192271,,63203.7514960944,1196.87554255702,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Ethiopia,2024-11-17,501244,,7574,,Low income,African Region,120283026,,4167.20477251711,62.968153129104,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Falkland Islands,2024-11-17,1923,,0,,,,3764,,510892.667375133,0,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Faroe Islands,2024-11-17,34658,,28,,High income,,52889,,655296.942653482,529.410652498629,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,1310931,4286,0,0,,,,
Fiji,2024-11-17,69047,,885,,Upper middle income,Western Pacific Region,924610,,74676.890797201,957.160316241442,,,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,208587244,421594,1540,9,108395.926034721,219.088527008306,0.800287318113615,0.00467700380715749
Finland,2024-11-17,1499712,0,11466,0,High income,European Region,5535992,,270902.125581106,2071.17351325652,0,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
France,2024-11-17,39027970,653,168091,0,High income,European Region,64531444,,604789.968747639,2604.79216922529,10.1190979083003,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
French Guiana,2024-11-17,98041,,413,,,,297449,,329606.083732001,1388.47331811504,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
French Polynesia,2024-11-17,79451,,650,,High income,Western Pacific Region,304032,,261324.465845701,2137.93284917377,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,208587244,421594,1540,9,108395.926034721,219.088527008306,0.800287318113615,0.00467700380715749
Gabon,2024-11-17,49056,,307,,Upper middle income,African Region,2341179,,20953.5452009436,131.130511592663,,,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Gambia,2024-11-17,12627,,372,,Low income,African Region,2639916,,4783.1067352143,140.913574522826,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Georgia,2024-11-17,1864383,0,17151,0,Upper middle income,European Region,3757980,,496113.071384095,4563.88804623761,0,0,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Germany,2024-11-17,38437756,0,174979,0,High income,European Region,83408554,,460837.09831488,2097.85437594326,0,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Ghana,2024-11-17,172227,,1462,,Lower middle income,African Region,32833031,,5245.5406873645,44.5283288040023,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Gibraltar,2024-11-17,20550,,113,,High income,,32669,,629036.7014601,3458.93660656892,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,1310931,4286,0,0,,,,
Greece,2024-11-17,5736531,2855,39708,29,High income,European Region,10445365,,549193.924769503,3801.49472995917,273.326973255602,2.77635104182573,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Greenland,2024-11-17,11971,,21,,High income,European Region,56243,,212844.265064097,373.379798374909,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Grenada,2024-11-17,19693,,238,,Upper middle income,Region of the Americas,124610,,158037.075676109,1909.95907230559,,,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Guadeloupe,2024-11-17,203235,,1021,,,,396051,,513153.609004901,2577.95081946517,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Guam,2024-11-17,52287,,419,,High income,Western Pacific Region,170534,,306607.480033307,2456.98804930395,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,208587244,421594,1540,9,108395.926034721,219.088527008306,0.800287318113615,0.00467700380715749
Guatemala,2024-11-17,1250394,0,20203,0,Upper middle income,Region of the Americas,17608483,,71010.8871956772,1147.34472015562,0,0,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Guernsey,2024-11-17,35326,,67,,,,63065,,560152.22389598,1062.39594069611,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Guinea,2024-11-17,38582,,468,,Lower middle income,African Region,13531906,,2851.18740848481,34.5849283907234,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Guinea-Bissau,2024-11-17,9614,,177,,Low income,African Region,2060721,,4665.35741616648,85.8922678033562,,,1944457,43529,0,0,2707.19564093799,60.6038184718868,0,0,9045325,174423,0,0,7779.86738530081,150.020901288381,0,0
Guyana,2024-11-17,74491,,1302,,High income,Region of the Americas,804567,,92585.2042154351,1618.26174824471,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Haiti,2024-11-17,34597,0,860,0,Lower middle income,Region of the Americas,11447569,,3022.21371192434,75.1251204513378,0,0,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Vatican City,2024-11-17,26,,0,,,,511,,50880.626223092,0,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Honduras,2024-11-17,472910,0,11114,0,Lower middle income,Region of the Americas,10278345,,46010.3255923011,1081.30248595469,0,0,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,192757531,3037994,1649,382,187826.415365904,2960.27615607468,1.60681534636577,0.372227690910689
Hungary,2024-11-17,2236788,142,49102,2,High income,European Region,9709786,,230364.294331513,5056.96006070577,14.6244211767386,0.205977763052656,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
Iceland,2024-11-17,210704,8,186,0,High income,European Region,370335,,568955.135215413,502.247964680627,21.6020629970162,0,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,280454924,2277200,37900,165,301302.372620253,2446.47429663542,40.7172737759012,0.177265176069227
India,2024-11-17,45044408,62,533656,1,Lower middle income,South-East Asia Region,1407563842,,32001.6802477653,379.134490441109,0.0440477356337205,0.000710447348930977,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,61323334,808857,622,2,29819.6684785061,393.322508957504,0.302459644376654,0.000972539049442619
Indonesia,2024-11-17,6829836,47,162059,0,Upper middle income,South-East Asia Region,273753191,,24948.8817830803,591.989446435348,0.171687496420818,0,222912998,2541495,1387,11,88462.3257538351,1008.58433832442,0.550426610029126,0.00436531558062032,61323334,808857,622,2,29819.6684785061,393.322508957504,0.302459644376654,0.000972539049442619
International commercial vessel,2024-11-17,29,,0,,,,,,,,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
American Samoa,2024-11-17,4,,0,,High income,,45035,,88.8198068169202,0,,,455558910,3457623,40253,546,365744.62930975,2775.94623805704,32.3170466880021,0.438355091338513,1310931,4286,0,0,,,,
International conveyance (Diamond Princess),2024-11-17,712,,13,,,,,,,,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Kiribati,2024-11-17,2,,0,,Lower middle income,,128874,,15.5190340953179,0,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,1310931,4286,0,0,,,,
Solomon Islands,2024-11-17,5,,0,,Lower middle income,,707851,,7.0636334482822,0,,,78216924,927992,71,1,23026.9448512723,273.199449858471,0.0209022932740276,0.000294398496817291,1310931,4286,0,0,,,,
