Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,income_pop,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,region_pop,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Armenia,2022-03-27,422458,151,8610,15,Upper middle income,European Region,2790974,151365.795596806,3084.94453907489,54.1029762369696,5.37446783810956,118538793,2436110,1835175,8252,2519863638,47041.7490900752,966.762630827724,728.283456424081,3.27478037920717,199680685,1972254,5541260,13261,930808880,214523.828994842,2118.86031856507,5953.16623966888,14.2467484839638
Anguilla,2022-03-27,2633,39,9,,,Region of the Americas,15753,167142.766457183,571.319748619311,2475.71891068368,,15637077,101324,133340,611,,,,,,150707076,2704993,606511,19873,1026253579,146851.69346435,2635.79397465858,590.995259272075,19.3646096897071
Aruba,2022-03-27,33843,26,212,,High income,Region of the Americas,106537,317664.28564724,1989.91899527864,244.046669232286,,288476034,2820468,8973362,32757,1245565549,231602.450976267,2264.40752336512,7204.24710462187,26.2988969358529,150707076,2704993,606511,19873,1026253579,146851.69346435,2635.79397465858,590.995259272075,19.3646096897071
Afghanistan,2022-03-27,177474,435,7660,8,Low income,Eastern Mediterranean Region,40099462,4425.8449153258,191.025006769418,10.8480258413442,0.199503923518974,1740304,42221,1573,36,718255072,2422.96096170136,58.7827383974255,2.19002978373677,0.0501214699393031,21548663,340505,42831,762,761408471,28301.0549799885,447.204113125765,56.2523292441804,1.00077688786312
Austria,2022-03-27,3717601,270232,18724,288,High income,European Region,8922082,416674.157444417,2098.61330572842,30287.99780141,32.2794612288925,288476034,2820468,8973362,32757,1245565549,231602.450976267,2264.40752336512,7204.24710462187,26.2988969358529,199680685,1972254,5541260,13261,930808880,214523.828994842,2118.86031856507,5953.16623966888,14.2467484839638
Albania,2022-03-27,273318,357,3490,3,Upper middle income,European Region,2854710,95742.8250155007,1222.5409936561,125.056485597486,1.05089483695367,118538793,2436110,1835175,8252,2519863638,47041.7490900752,966.762630827724,728.283456424081,3.27478037920717,199680685,1972254,5541260,13261,930808880,214523.828994842,2118.86031856507,5953.16623966888,14.2467484839638
United Arab Emirates,2022-03-27,889797,2412,2302,,High income,Eastern Mediterranean Region,9365145,95011.5561478226,245.805056942525,257.550737335087,,288476034,2820468,8973362,32757,1245565549,231602.450976267,2264.40752336512,7204.24710462187,26.2988969358529,21548663,340505,42831,762,761408471,28301.0549799885,447.204113125765,56.2523292441804,1.00077688786312
Angola,2022-03-27,99106,96,1900,,Lower middle income,African Region,34503774,2872.3234739481,55.0664399784209,2.78230433575179,,57280444,778104,61100,4852,3396756474,16863.276610627,229.072647967521,17.9877481555365,1.42842150655749,8238508,170169,21095,154,1162657993,7085.92556848315,146.362043717529,18.1437706763351,0.132455116575283
Antigua & Barbuda,2022-03-27,7482,12,135,,High income,Region of the Americas,93219,80262.607408361,1448.20261963763,128.729121745567,,288476034,2820468,8973362,32757,1245565549,231602.450976267,2264.40752336512,7204.24710462187,26.2988969358529,150707076,2704993,606511,19873,1026253579,146851.69346435,2635.79397465858,590.995259272075,19.3646096897071
Burundi,2022-03-27,38463,91,15,,Low income,African Region,12551213,3064.48468367161,1.19510361269465,7.25029525034752,,1740304,42221,1573,36,718255072,2422.96096170136,58.7827383974255,2.19002978373677,0.0501214699393031,8238508,170169,21095,154,1162657993,7085.92556848315,146.362043717529,18.1437706763351,0.132455116575283
