Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,income_pop,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,region_pop,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Armenia,2022-09-25,440955,2142,8673,4,Upper middle income,European Region,2790974,157993.231036907,3107.51730399495,767.474007282046,1.43319142349588,140761934,2524746,516187,2305,2519863638,55860.9330589499,1001.93755008262,204.84719578306,0.91473203757544,252272153,2115960,1462674,3521,930808880,271024.652235806,2273.24861791177,1571.40099479928,3.78273142387726
Anguilla,2022-09-25,3858,2,12,,,Region of the Americas,15753,244905.732241478,761.759664825748,126.959944137625,,18093531,105284,27193,51,,,,,,178113903,2838668,498293,4022,1026253579,173557.400085813,2766.04930602634,485.545687923979,3.9191093529916
Aruba,2022-09-25,42970,,228,,High income,Region of the Americas,106537,403334.052958127,2140.10156096004,,,392005929,3084805,2626490,7520,1245565549,314721.235919476,2476.6299954881,2108.67264441335,6.03741810781249,178113903,2838668,498293,4022,1026253579,173557.400085813,2766.04930602634,485.545687923979,3.9191093529916
Afghanistan,2022-09-25,198283,1201,7796,2,Low income,Eastern Mediterranean Region,40099462,4944.77955838909,194.41657346924,29.950526518286,0.0498759808797435,1832441,42831,1937,7,718255072,2551.23990269574,59.6320188602859,2.69681353534528,0.00974584137708672,23072739,348309,22085,142,761408471,30302.7085707325,457.453539415639,29.0054561265841,0.186496480415438
Austria,2022-09-25,5062434,47759,20753,33,High income,European Region,8922082,567405.007037595,2326.02659334447,5352.89857232875,3.6986882658106,392005929,3084805,2626490,7520,1245565549,314721.235919476,2476.6299954881,2108.67264441335,6.03741810781249,252272153,2115960,1462674,3521,930808880,271024.652235806,2273.24861791177,1571.40099479928,3.78273142387726
Albania,2022-09-25,330762,449,3589,3,Upper middle income,European Region,2854710,115865.35935349,1257.22052327557,157.283927264065,1.05089483695367,140761934,2524746,516187,2305,2519863638,55860.9330589499,1001.93755008262,204.84719578306,0.91473203757544,252272153,2115960,1462674,3521,930808880,271024.652235806,2273.24861791177,1571.40099479928,3.78273142387726
United Arab Emirates,2022-09-25,1025213,2675,2343,1,High income,Eastern Mediterranean Region,9365145,109471.129384542,250.18299236157,285.633591364576,0.106778912659654,392005929,3084805,2626490,7520,1245565549,314721.235919476,2476.6299954881,2108.67264441335,6.03741810781249,23072739,348309,22085,142,761408471,30302.7085707325,457.453539415639,29.0054561265841,0.186496480415438
Angola,2022-09-25,103131,,1917,,Lower middle income,African Region,34503774,2988.97737969186,55.5591397045436,,,59875264,790013,47553,244,3396756474,17627.1877181384,232.578639666118,13.9995317191526,0.0718332332234189,8812311,173458,4571,33,1162657993,7579.45247274449,149.190906564386,3.93150868743909,0.0283832392661322
Antigua & Barbuda,2022-09-25,9089,81,146,1,High income,Region of the Americas,93219,97501.5822954548,1566.20431457106,868.921571782577,10.7274268121306,392005929,3084805,2626490,7520,1245565549,314721.235919476,2476.6299954881,2108.67264441335,6.03741810781249,178113903,2838668,498293,4022,1026253579,173557.400085813,2766.04930602634,485.545687923979,3.9191093529916
Burundi,2022-09-25,50129,103,15,,Low income,African Region,12551213,3993.95660005133,1.19510361269465,8.20637814050323,,1832441,42831,1937,7,718255072,2551.23990269574,59.6320188602859,2.69681353534528,0.00974584137708672,8812311,173458,4571,33,1162657993,7579.45247274449,149.190906564386,3.93150868743909,0.0283832392661322
