Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,income_pop,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,region_pop,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Armenia,2023-09-24,449650,122,8751,,Upper middle income,European Region,2790974,161108.630893731,3135.46453675312,43.7123384166245,,239153695,2665924,7644,59,2519863638,94907.3955405836,1057.96359763179,3.03349748166016,0.0234139653869635,276084811,2250500,110689,751,930808880,296607.409890632,2417.78956814422,118.91700044804,0.806825134715088
Anguilla,2023-09-24,3904,,12,,,Region of the Americas,15753,247825.810956643,761.759664825748,,,18263226,105689,0,0,,,,,,192913039,2973386,5143,1504,1026253579,187977.945166318,2897.32095540882,5.01143197474783,1.46552473070596
Aruba,2023-09-24,44224,,292,,High income,Region of the Americas,106537,415104.611543408,2740.83182368567,,,451286165,3368253,126684,2289,1245565549,362314.263879821,2704.19569865608,101.708015368367,1.83771942138069,192913039,2973386,5143,1504,1026253579,187977.945166318,2897.32095540882,5.01143197474783,1.46552473070596
Afghanistan,2023-09-24,225999,207,7947,1,Low income,Eastern Mediterranean Region,40099462,5635.96090142057,198.182210025661,5.16216402105345,0.0249379904398717,1891309,43163,260,1,718255072,2633.19964415093,60.0942501941706,0.361988394006078,0.00139226305386953,23394138,351465,1381,23,761408471,30724.8197137539,461.598489360647,1.81374393981493,0.0302071764053174
Albania,2023-09-24,334090,,3604,,Upper middle income,European Region,2854710,117031.15202595,1262.47499746034,,,239153695,2665924,7644,59,2519863638,94907.3955405836,1057.96359763179,3.03349748166016,0.0234139653869635,276084811,2250500,110689,751,930808880,296607.409890632,2417.78956814422,118.91700044804,0.806825134715088
Austria,2023-09-24,6081287,,22534,,High income,European Region,8922082,681599.54145232,2525.64367823564,,,451286165,3368253,126684,2289,1245565549,362314.263879821,2704.19569865608,101.708015368367,1.83771942138069,276084811,2250500,110689,751,930808880,296607.409890632,2417.78956814422,118.91700044804,0.806825134715088
United Arab Emirates,2023-09-24,1067030,,2349,,High income,Eastern Mediterranean Region,9365145,113936.303175231,250.823665837528,,,451286165,3368253,126684,2289,1245565549,362314.263879821,2704.19569865608,101.708015368367,1.83771942138069,23394138,351465,1381,23,761408471,30724.8197137539,461.598489360647,1.81374393981493,0.0302071764053174
Angola,2023-09-24,105962,2,1936,,Lower middle income,African Region,34503774,3071.0263752597,56.1098041043278,0.0579646736614957,,60612103,794891,2260,4,3396756474,17844.1120121348,234.014715533593,0.665340602807077,0.00117759398726916,9013693,174332,1531,3,1162657993,7752.66076031699,149.942632355859,1.31681028231662,0.00258029447873929
Antigua & Barbuda,2023-09-24,9106,,146,,High income,Region of the Americas,93219,97683.948551261,1566.20431457106,,,451286165,3368253,126684,2289,1245565549,362314.263879821,2704.19569865608,101.708015368367,1.83771942138069,192913039,2973386,5143,1504,1026253579,187977.945166318,2897.32095540882,5.01143197474783,1.46552473070596
Burundi,2023-09-24,54366,,15,,Low income,African Region,12551213,4331.53353385047,1.19510361269465,,,1891309,43163,260,1,718255072,2633.19964415093,60.0942501941706,0.361988394006078,0.00139226305386953,9013693,174332,1531,3,1162657993,7752.66076031699,149.942632355859,1.31681028231662,0.00258029447873929
