Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,income_pop,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,region_pop,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Ghana,2020-03-29,141,110,0,,Lower middle income,African Region,32833031,4.2944557875269,0,3.35028465693588,,5257,141,3344,110,3396756474,1.5476528977685,0.041510188051238,0.98446857335702,0.032383834649902,3105,70,2280,58,1162657993,2.67060478549516,0.0602068711705834,1.96102380384186,0.0498856932556262
Israel,2020-03-29,3904,2868,13,12,High income,European Region,8900059,438.648777496868,1.46066447424674,322.245054779974,1.34830566853546,535251,31485,310399,20574,1245565549,429.725276545843,25.2776740857016,249.203263729639,16.5177978923051,391225,29225,210983,18832,930808880,420.306475804141,31.3974228522616,226.66629480372,20.2318654287011
Ethiopia,2020-03-29,16,7,0,,Low income,African Region,120283026,0.133019599955857,0,0.0581960749806876,,612,19,437,12,718255072,0.852064988968153,0.0264529980235211,0.608418954540985,0.0167071566464344,3105,70,2280,58,1162657993,2.67060478549516,0.0602068711705834,1.96102380384186,0.0498856932556262
Equatorial Guinea,2020-03-29,13,7,0,,Upper middle income,African Region,1634466,7.95366804815763,0,4.28274433362334,,141016,6513,30745,1503,2519863638,55.9617583560686,2.58466367059819,12.2010570478338,0.596460847061122,3105,70,2280,58,1162657993,2.67060478549516,0.0602068711705834,1.96102380384186,0.0498856932556262
Jersey,2020-03-29,45,30,2,2,,,109618,410.516521009323,18.2451787115255,273.677680672882,18.2451787115255,8641,124,6780,94,,,,,,1537,15,465,7,,,,,
Gibraltar,2020-03-29,48,38,0,,High income,,32669,1469.28280633016,0,1163.18222167804,,535251,31485,310399,20574,1245565549,429.725276545843,25.2776740857016,249.203263729639,16.5177978923051,1537,15,465,7,,,,,
Guatemala,2020-03-29,77,65,1,,Upper middle income,Region of the Americas,17608483,4.37289231559584,0.0567908092934525,3.69140260407441,,141016,6513,30745,1503,2519863638,55.9617583560686,2.58466367059819,12.2010570478338,0.596460847061122,146046,2533,109209,2068,1026253579,142.309856928645,2.46820089287114,106.415219624779,2.01509650472069
Falkland Islands,2020-03-29,0,,0,,,,3764,0,0,,,8641,124,6780,94,,,,,,1537,15,465,7,,,,,
Japan,2020-03-29,1693,647,52,12,High income,Western Pacific Region,124612530,13.5861136917772,0.41729350972972,5.19209424606017,0.09629850224532,535251,31485,310399,20574,1245565549,429.725276545843,25.2776740857016,249.203263729639,16.5177978923051,102624,3626,7834,169,1924308889,53.3303154117478,1.88431286719478,4.07107198058575,0.087823738156624
Gambia,2020-03-29,3,2,0,,Low income,African Region,2639916,1.13639979453892,0,0.757599863025945,,612,19,437,12,718255072,0.852064988968153,0.0264529980235211,0.608418954540985,0.0167071566464344,3105,70,2280,58,1162657993,2.67060478549516,0.0602068711705834,1.96102380384186,0.0498856932556262
Haiti,2020-03-29,8,6,0,,Lower middle income,Region of the Americas,11447569,0.698838329779886,0,0.524128747334915,,5257,141,3344,110,3396756474,1.5476528977685,0.041510188051238,0.98446857335702,0.032383834649902,146046,2533,109209,2068,1026253579,142.309856928645,2.46820089287114,106.415219624779,2.01509650472069
Gabon,2020-03-29,7,1,0,,Upper middle income,African Region,2341179,2.98994651839949,0,0.427135216914213,,141016,6513,30745,1503,2519863638,55.9617583560686,2.58466367059819,12.2010570478338,0.596460847061122,3105,70,2280,58,1162657993,2.67060478549516,0.0602068711705834,1.96102380384186,0.0498856932556262
Guyana,2020-03-29,5,,1,,High income,Region of the Americas,804567,6.21452284272161,1.24290456854432,,,535251,31485,310399,20574,1245565549,429.725276545843,25.2776740857016,249.203263729639,16.5177978923051,146046,2533,109209,2068,1026253579,142.309856928645,2.46820089287114,106.415219624779,2.01509650472069
Cambodia,2020-03-29,102,49,0,0,Lower middle income,Western Pacific Region,16589023,6.14864419682823,0,2.95376044749591,0,5257,141,3344,110,3396756474,1.5476528977685,0.041510188051238,0.98446857335702,0.032383834649902,102624,3626,7834,169,1924308889,53.3303154117478,1.88431286719478,4.07107198058575,0.087823738156624
Jamaica,2020-03-29,30,14,1,,Upper middle income,Region of the Americas,2827695,10.6093478964315,0.353644929881052,4.95102901833472,,141016,6513,30745,1503,2519863638,55.9617583560686,2.58466367059819,12.2010570478338,0.596460847061122,146046,2533,109209,2068,1026253579,142.309856928645,2.46820089287114,106.415219624779,2.01509650472069
