Country,Date,Confirmed Cases,Confirmed Deaths,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,Case_7_Day_income,Death_7_Day_income,cpm_income,dpm_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,Case_Change_7_Day_region,Death_7_Day_region,cpm_region,dpm_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
Gambia,2024-01-21,12626,372,,,Low income,African Region,2639916,0,0,,4782.72793528279,140.913574522826,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Georgia,2024-01-21,1855289,17132,,,Upper middle income,European Region,3757980,0,0,,493693.154300981,4558.83213854252,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Germany,2024-01-21,38437756,174979,,,High income,European Region,83408554,0,0,,460837.09831488,2097.85437594326,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Ghana,2024-01-21,171834,1462,,,Lower middle income,African Region,32833031,0,0,,5233.57103399927,44.5283288040023,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Gibraltar,2024-01-21,20550,113,,,High income,,32669,0,0,,629036.7014601,3458.93660656892,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,1310896,4286,3.71428571428571,0.285714285714286,,,,
Greece,2024-01-21,5607446,38722,7088,73,High income,European Region,10445365,14264.7142857143,87.2857142857143,,536835.81186488,3707.0987945371,678.578489119337,6.98874572597511,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Greenland,2024-01-21,11971,21,,,High income,European Region,56243,0,0,,212844.265064097,373.379798374909,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Grenada,2024-01-21,19693,238,,,Upper middle income,Region of the Americas,124610,0,0,,158037.075676109,1909.95907230559,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Guadeloupe,2024-01-21,203235,1021,,,,,396051,0,0,,513153.609004901,2577.95081946517,,,1212840,3965,18.1428571428571,0,,,,,1310896,4286,3.71428571428571,0.285714285714286,,,,
Guam,2024-01-21,52287,419,,,High income,Western Pacific Region,170534,14.2857142857143,0.285714285714286,,306607.480033307,2456.98804930395,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Guatemala,2024-01-21,1250308,20201,,,Upper middle income,Region of the Americas,17608483,0.571428571428571,0,,71006.003186078,1147.23113853703,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Guernsey,2024-01-21,35326,67,,,,,63065,0,0,,560152.22389598,1062.39594069611,,,1212840,3965,18.1428571428571,0,,,,,1310896,4286,3.71428571428571,0.285714285714286,,,,
Guinea,2024-01-21,38572,468,,,Lower middle income,African Region,13531906,0,0,,2850.44841428842,34.5849283907234,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Guinea-Bissau,2024-01-21,9614,177,,,Low income,African Region,2060721,0,0,,4665.35741616648,85.8922678033562,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Guyana,2024-01-21,73663,1299,,,High income,Region of the Americas,804567,0.857142857142857,0,,91556.0792326804,1614.53303453908,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Haiti,2024-01-21,34509,860,,,Lower middle income,Region of the Americas,11447569,0,0,,3014.52649029676,75.1251204513378,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Honduras,2024-01-21,472743,11114,,,Lower middle income,Region of the Americas,10278345,0,0,,45994.0778403527,1081.30248595469,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Hungary,2024-01-21,2229267,49013,439,,High income,European Region,9709786,1726.14285714286,15.8571428571429,,229589.714953553,5047.79405024992,45.2121189900581,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Iceland,2024-01-21,209870,186,12,,High income,European Region,370335,40.5714285714286,0,,566703.120147974,502.247964680627,32.4030944955243,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
India,2024-01-21,45023751,533434,1993,20,Lower middle income,South-East Asia Region,1407563842,3081.71428571429,19.1428571428571,,31987.0045368784,378.976771129647,1.41592156641944,0.0142089469786195,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,61252294,808379,5735.85714285714,43.2857142857143,29785.1238914699,393.090072124687,2.78917252672647,0.0210485237129367
Indonesia,2024-01-21,6826750,162033,1212,18,Upper middle income,South-East Asia Region,273753191,1903,16.4285714285714,,24937.6088551238,591.894470373498,4.42734565238365,0.0657526582037175,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,61252294,808379,5735.85714285714,43.2857142857143,29785.1238914699,393.090072124687,2.78917252672647,0.0210485237129367
Iran,2024-01-21,7626022,146777,210,10,Lower middle income,Eastern Mediterranean Region,87923432,189,7.57142857142857,,86734.8080771006,1669.37296078251,2.38844179785885,0.113735323707564,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
Iraq,2024-01-21,2465545,25375,,,Upper middle income,Eastern Mediterranean Region,43533592,0,0,,56635.4598076814,582.883213496373,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
Ireland,2024-01-21,1731853,9433,745,1,High income,European Region,4986526,806.142857142857,8.85714285714286,,347306.521614447,1891.69774708886,149.402610153843,0.200540416313883,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Isle of Man,2024-01-21,38008,116,,,High income,,84263,0,0,,451063.930788128,1376.64217984169,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,1310896,4286,3.71428571428571,0.285714285714286,,,,
Israel,2024-01-21,4841558,12707,,,High income,European Region,8900059,0,0,,543991.674661932,1427.74334417334,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Italy,2024-01-21,26693706,195805,2265,30,High income,European Region,59240329,35343.7142857143,295.571428571429,,450600.232149285,3305.2652357822,38.2340888079808,0.506411772291136,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Jamaica,2024-01-21,156649,3591,,,Upper middle income,Region of the Americas,2827695,5.42857142857143,0,,55398.1246209369,1269.93894320286,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Japan,2024-01-21,33803572,74694,,,High income,Western Pacific Region,124612530,0,0,,271269.446178486,599.410027225994,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Jersey,2024-01-21,66391,161,,,,,109618,0,0,,605657.829918444,1468.7368862778,,,1212840,3965,18.1428571428571,0,,,,,1310896,4286,3.71428571428571,0.285714285714286,,,,
Jordan,2024-01-21,1746997,14122,,,Lower middle income,Eastern Mediterranean Region,11148278,0,0,,156705.546811804,1266.74272026586,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
Kazakhstan,2024-01-21,1503205,19072,,,Upper middle income,European Region,19196465,18.5714285714286,0,,78306.3444233092,993.516254164504,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Kenya,2024-01-21,344094,5689,,,Lower middle income,African Region,53005614,0,0,,6491.65199746578,107.328253946837,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Kiribati,2024-01-21,5085,24,,,Lower middle income,Western Pacific Region,128874,0,0,,39457.1441873458,186.228409143815,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Kosovo,2024-01-21,274279,3212,,,Upper middle income,European Region,1662009,0,0,,165028.588894525,1932.60084632514,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Kuwait,2024-01-21,666876,2570,120,,High income,Eastern Mediterranean Region,4250114,48.2857142857143,0,,156907.791179248,604.689662441996,28.2345367677196,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
Kyrgyzstan,2024-01-21,88953,1024,5,,Lower middle income,European Region,6527743,3,0,,13626.9151527565,156.868920850591,0.765961527590777,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Laos,2024-01-21,218913,671,5,,Lower middle income,Western Pacific Region,7425057,1.71428571428571,0,,29483.0059890449,90.3696766233579,0.673395503899835,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Latvia,2024-01-21,977701,7465,,,High income,European Region,1873919,0,0,,521741.334604111,3983.63002883262,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Lebanon,2024-01-21,1239904,10947,,,Lower middle income,Eastern Mediterranean Region,5592631,0,0,,221703.166184216,1957.39715350432,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
Lesotho,2024-01-21,36135,709,,,Lower middle income,African Region,2281454,1.57142857142857,0,,15838.5836400822,310.766730339512,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Liberia,2024-01-21,7930,294,,,Low income,African Region,5193416,0,0,,1526.93333251178,56.6101386832867,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Libya,2024-01-21,507269,6437,,,Upper middle income,Eastern Mediterranean Region,6735277,0,0,,75315.2394474645,955.714219326095,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
Liechtenstein,2024-01-21,21571,89,1,,High income,,39039,3.71428571428571,0.285714285714286,,552550.014088476,2279.77151054074,25.6154102307949,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,1310896,4286,3.71428571428571,0.285714285714286,,,,
Lithuania,2024-01-21,1360628,9782,1398,9,High income,European Region,2786651,1440.85714285714,3,,488266.381401905,3510.30681631823,501.677461583815,3.22968322908036,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Luxembourg,2024-01-21,390615,1000,150,,High income,European Region,639321,436.857142857143,0,,610984.153500354,1564.15947544348,234.623921316522,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Madagascar,2024-01-21,68486,1426,,,Low income,African Region,28915653,9.28571428571429,0,,2368.47495714518,49.3158497924982,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Malawi,2024-01-21,89168,2686,,,Low income,African Region,19889742,0.857142857142857,0,,4483.11496448773,135.04448675101,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Malaysia,2024-01-21,5257009,37323,,,Upper middle income,Western Pacific Region,33573874,15664.2857142857,16.5714285714286,,156580.351734209,1111.66795943775,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Maldives,2024-01-21,186694,316,,,Upper middle income,South-East Asia Region,521457,0,0,,358023.768019223,605.994358115818,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,61252294,808379,5735.85714285714,43.2857142857143,29785.1238914699,393.090072124687,2.78917252672647,0.0210485237129367
Mali,2024-01-21,33164,743,,,Low income,African Region,21904983,0.285714285714286,0,,1513.99341419256,33.9192228544528,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Malta,2024-01-21,121283,900,61,1,High income,European Region,526748,69.8571428571429,2,,230248.619833393,1708.59690022553,115.804901015286,1.89844100025059,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Marshall Islands,2024-01-21,16138,17,,,Upper middle income,Western Pacific Region,42050,0,0,,383781.212841855,404.280618311534,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Martinique,2024-01-21,230354,1104,,,,,368796,0,0,,624610.895996703,2993.52487554095,,,1212840,3965,18.1428571428571,0,,,,,1310896,4286,3.71428571428571,0.285714285714286,,,,
Mauritania,2024-01-21,63808,997,,,Lower middle income,African Region,4614974,6.28571428571429,0,,13826.2967462005,216.035886659383,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Mauritius,2024-01-21,323707,1060,,,Upper middle income,African Region,1298915,1229.57142857143,0.571428571428571,,249213.381938002,816.065716386369,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Mayotte,2024-01-21,42027,187,,,,,316014,0,0,,132990.943439215,591.745935306664,,,1212840,3965,18.1428571428571,0,,,,,1310896,4286,3.71428571428571,0.285714285714286,,,,
Mexico,2024-01-21,7702809,334958,,,Upper middle income,Region of the Americas,126705138,41.7142857142857,2.71428571428571,,60793.185829607,2643.60234547079,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Micronesia (Federated States of),2024-01-21,26547,65,,,Lower middle income,Western Pacific Region,113131,0,0,,234657.16735466,574.55516171518,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Moldova,2024-01-21,633184,12190,582,5,Upper middle income,European Region,3061506,675,4.42857142857143,,206821.087399469,3981.70050948781,190.102518172429,1.63318314581124,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Monaco,2024-01-21,17181,67,,,High income,European Region,36686,0,0,,468325.791855204,1826.30976394265,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Mongolia,2024-01-21,1011451,2284,8,,Lower middle income,Western Pacific Region,3347782,18.8571428571429,0,,302125.70591514,682.242750573365,2.38964185840058,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Montenegro,2024-01-21,251280,2654,,,Upper middle income,European Region,627859,0,0,,400217.246228851,4227.06371972051,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Montserrat,2024-01-21,1403,8,,,,Region of the Americas,4417,0,0,,317636.404799638,1811.18406158026,,,1212840,3965,18.1428571428571,0,,,,,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Morocco,2024-01-21,1278666,16301,154,,Lower middle income,Eastern Mediterranean Region,37076584,114.857142857143,0.428571428571429,,34487.1577165793,439.657547739565,4.15356495625379,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
Mozambique,2024-01-21,233731,2250,,,Low income,African Region,32077072,1.57142857142857,0,,7286.54410851464,70.1435592375763,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Myanmar (Burma),2024-01-21,641614,19494,64,,Lower middle income,South-East Asia Region,53798084,33,0,,11926.3355178225,362.354912119175,1.1896334449383,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,61252294,808379,5735.85714285714,43.2857142857143,29785.1238914699,393.090072124687,2.78917252672647,0.0210485237129367
Namibia,2024-01-21,172256,4103,,,Upper middle income,African Region,2530151,6.85714285714286,0,,68081.3121430302,1621.64234466639,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Nauru,2024-01-21,5393,1,,,High income,Western Pacific Region,12511,0,0,,431060.66661338,79.9296618975302,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Nepal,2024-01-21,1003450,12031,,,Lower middle income,South-East Asia Region,30034989,0,0,,33409.3679874496,400.566153029056,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,61252294,808379,5735.85714285714,43.2857142857143,29785.1238914699,393.090072124687,2.78917252672647,0.0210485237129367
Netherlands,2024-01-21,8633235,22986,482,,High income,European Region,17501696,1206.85714285714,0,,493279.908415733,1313.35843109148,27.5401881051985,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
New Caledonia,2024-01-21,80064,314,,,High income,Western Pacific Region,287800,0,0,,278193.18971508,1091.03544127867,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
New Zealand,2024-01-21,2464757,3722,6788,77,High income,Western Pacific Region,5129727,6052.14285714286,24.7142857142857,,480485.023861894,725.574674831624,1323.26730057954,15.0105453954957,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Nicaragua,2024-01-21,16106,245,,,Lower middle income,Region of the Americas,6850540,3.14285714285714,0,,2351.05553722772,35.763604037054,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,192688337,2994548,10604.7142857143,1456.85714285714,187758.991484112,2917.94158995084,10.3334248987933,1.41958788029439
Niger,2024-01-21,9515,315,,,Low income,African Region,25252722,0,0,,376.791064345459,12.4739028133284,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Nigeria,2024-01-21,267173,3155,,,Lower middle income,African Region,213401323,0,0,,1251.97443129254,14.78435070433,,,91907940,1187873,6472.85714285714,45.1428571428572,27057.5593815737,349.708025609845,1.90559941297021,0.0132899892848948,9033235,174378,1471.85714285714,1.71428571428571,7769.46879855149,149.9821968712,1.26594161973576,0.00147445398785102
Niue,2024-01-21,993,0,,,,Western Pacific Region,1937,14,0,,512648.425400103,0,,,1212840,3965,18.1428571428571,0,,,,,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
North Korea,2024-01-21,0,0,,,Low income,South-East Asia Region,25971909,0,0,,0,0,,,1937565,43496,281.714285714286,1.57142857142857,2697.60016397072,60.5578737911091,0.392220391747245,0.00218784194179498,61252294,808379,5735.85714285714,43.2857142857143,29785.1238914699,393.090072124687,2.78917252672647,0.0210485237129367
North Macedonia,2024-01-21,350244,9963,,,Upper middle income,European Region,2103330,17.7142857142857,0,,166518.805893512,4736.77454322432,,,251124958,2823161,78852.5714285714,234.571428571429,99658.1538036385,1120.36260908179,31.2923962390109,0.0930889374464749,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Northern Mariana Islands,2024-01-21,14341,41,,,High income,Western Pacific Region,49481,1,0,,289828.418989107,828.600877104343,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,208125046,419549,73218.5714285714,124.571428571429,108155.736945203,218.025807809902,38.0492819251179,0.0647356717435132
Norway,2024-01-21,1505776,5732,387,,High income,European Region,5403021,1209.14285714286,0,,278691.494998816,1060.88797359847,71.626595565703,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,278547697,2267322,156463.142857143,1081,299253.373044744,2435.86202142807,168.093736769188,1.16135548685354
Oman,2024-01-21,399449,4628,,,High income,Eastern Mediterranean Region,4520471,0,0,,88364.4646763579,1023.78712306749,,,428185258,2961855,162481.857142857,2435.85714285714,343767.743370686,2377.91981512167,130.448258843788,1.95562340722475,23411056,351888,609.285714285714,9.42857142857143,30747.0390620332,462.154038735406,0.800208741420365,0.0123830661040432
