Country,Date,Confirmed Cases,Confirmed Deaths,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,Case_7_Day_income,Death_7_Day_income,cpm_income,dpm_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,Case_Change_7_Day_region,Death_7_Day_region,cpm_region,dpm_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
Senegal,2024-01-07,89050,1971,,,Lower middle income,African Region,16876720,3,0,,5276.49922496789,116.788096265151,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Serbia,2024-01-07,2583470,18057,,,Upper middle income,European Region,7296769,512,0,,354056.706468301,2474.65693377439,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Seychelles,2024-01-07,51220,172,,,High income,African Region,106471,19.1428571428571,0,,481069.962712851,1615.46336561129,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Sierra Leone,2024-01-07,7779,125,,,Low income,African Region,8420641,1.85714285714286,0,,923.801406567505,14.8444756165237,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Singapore,2024-01-07,2945715,1954,21200,,High income,Western Pacific Region,5941060,34214,3,,495823.135938705,328.897536803197,3568.3867861964,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Sint Maarten,2024-01-07,11051,92,,,High income,Region of the Americas,44042,0,0,,250919.576767631,2088.91512647019,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Slovakia,2024-01-07,1876034,21212,505,5,High income,European Region,5447622,920.571428571429,4.57142857142857,,344376.683991657,3893.80907853005,92.7009987109972,0.917831670405913,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Slovenia,2024-01-07,1354848,9896,446,38,High income,European Region,2119410,874.857142857143,47.2857142857143,,639257.151754498,4669.22398214598,210.435923205043,17.929518120609,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Solomon Islands,2024-01-07,25954,199,,,Lower middle income,Western Pacific Region,707851,0,0,,36665.9085033432,281.132611241631,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Somalia,2024-01-07,27334,1361,,,Low income,Eastern Mediterranean Region,17065581,0,0,,1601.70345211218,79.7511669834154,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
South Africa,2024-01-07,4072636,102595,,,Upper middle income,African Region,59392255,2.71428571428571,0,,68571.8365130268,1727.41378484451,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
South Korea,2024-01-07,34571873,35934,,,High income,Western Pacific Region,51830139,0,0,,667022.579275738,693.303176362309,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
South Sudan,2024-01-07,18819,147,,,Low income,African Region,10748272,8,0,,1750.88609592314,13.6766170413253,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Spain,2024-01-07,13980340,121852,,,High income,European Region,47486935,0,0,,294403.923942449,2566.0110512502,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Sri Lanka,2024-01-07,672721,16893,14,3,Lower middle income,South-East Asia Region,21773441,14.7142857142857,1.14285714285714,,30896.4026402625,775.853481312393,0.642985185483544,0.137782539746474,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,61241866,808278,4491,30.4285714285714,29780.0530728661,393.04095890269,2.1838364355234,0.0147964869665198
St. Barthélemy,2024-01-07,5507,5,,,,,10861,0,0,,507043.55031765,460.362765859497,,,1212840,3965,19.2857142857143,0,,,,,1310894,4286,6,0.285714285714286,,,,
St. Helena,2024-01-07,2166,0,,,,,5404,0,0,,400814.211695041,0,,,1212840,3965,19.2857142857143,0,,,,,1310894,4286,6,0.285714285714286,,,,
St. Kitts & Nevis,2024-01-07,6607,46,,,High income,Region of the Americas,47606,0,0,,138785.027097425,966.264756543293,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
St. Lucia,2024-01-07,30209,410,,,Upper middle income,Region of the Americas,179651,0,0,,168153.809330313,2282.2027152646,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
St. Pierre & Miquelon,2024-01-07,3426,2,,,,,5883,0,0,,582355.940846507,339.962604113548,,,1212840,3965,19.2857142857143,0,,,,,1310894,4286,6,0.285714285714286,,,,
St. Vincent & Grenadines,2024-01-07,9674,124,,,Upper middle income,Region of the Americas,104332,0,0,,92723.2296898363,1188.513591228,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Sudan,2024-01-07,63993,5046,,,Low income,Eastern Mediterranean Region,45657202,0,0,,1401.59705800631,110.51925608582,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Suriname,2024-01-07,82506,1404,,,Upper middle income,Region of the Americas,612985,0,0,,134597.094545544,2290.43125035686,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Sweden,2024-01-07,2747902,26799,1284,112,High income,European Region,10467097,2517,188.571428571429,,262527.613912434,2560.30874654166,122.670115696836,10.7001970078237,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Switzerland,2024-01-07,4448407,14174,1496,,High income,European Region,8691406,3002.71428571429,8.71428571428571,,511816.730227537,1630.80633904342,172.124049894804,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Syria,2024-01-07,57423,3163,,,Low income,Eastern Mediterranean Region,21324367,0,0,,2692.83491509971,148.327966780913,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
São Tomé & Príncipe,2024-01-07,6736,80,,,Lower middle income,African Region,223107,14.4285714285714,0,,30191.7913826101,358.572344211522,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Tajikistan,2024-01-07,17786,125,,,Lower middle income,European Region,9750064,0,0,,1824.19315401417,12.8204286659041,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Tanzania,2024-01-07,43223,846,,,Lower middle income,African Region,63588334,13.7142857142857,0,,679.731599824584,13.3043271742266,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Thailand,2024-01-07,4763039,34521,664,4,Upper middle income,South-East Asia Region,71601103,561.857142857143,4.42857142857143,,66521.8662902442,482.129444290823,9.27360015669032,0.0558650611848815,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,61241866,808278,4491,30.4285714285714,29780.0530728661,393.04095890269,2.1838364355234,0.0147964869665198
Timor-Leste,2024-01-07,23460,138,,,Lower middle income,South-East Asia Region,1320942,0,0,,17760.0530530485,104.47090031205,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,61241866,808278,4491,30.4285714285714,29780.0530728661,393.04095890269,2.1838364355234,0.0147964869665198
Togo,2024-01-07,39527,290,,,Low income,African Region,8644829,0,0,,4572.32872969494,33.5460655150033,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Tokelau,2024-01-07,80,0,,,,Western Pacific Region,1849,0,0,,43266.6306111412,0,,,1212840,3965,19.2857142857143,0,,,,,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Tonga,2024-01-07,16950,12,1,,Upper middle income,Western Pacific Region,106017,8.85714285714286,0,,159880.019242197,113.189394153768,9.43244951281398,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Trinidad & Tobago,2024-01-07,191496,4390,,,High income,Region of the Americas,1525663,0,0,,125516.578693984,2877.43754682391,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Tunisia,2024-01-07,1153361,29423,,,Lower middle income,Eastern Mediterranean Region,12262946,0,0,,94052.5221264124,2399.34188734094,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Turkey,2024-01-07,17004677,101419,,,Upper middle income,European Region,84775404,0,0,,200585.030535508,1196.32576448707,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Turkmenistan,2024-01-07,0,0,,,Upper middle income,European Region,6341855,0,0,,0,0,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Turks & Caicos Islands,2024-01-07,6713,40,,,High income,Region of the Americas,45114,2.42857142857143,0,,148800.815711309,886.642727313029,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Tuvalu,2024-01-07,2943,1,,,Upper middle income,Western Pacific Region,11204,0,0,,262674.044983934,89.2538379150304,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
U.S. Virgin Islands,2024-01-07,25389,132,,,High income,Region of the Americas,100091,0,0,,253659.170155159,1318.79989209819,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Uganda,2024-01-07,171888,3632,,,Low income,African Region,45853778,0,0,,3748.6115102664,79.208304275386,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Ukraine,2024-01-07,5520483,109918,,,Lower middle income,European Region,43531422,0,0,,126816.050254458,2525.02663478349,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
United Arab Emirates,2024-01-07,1067030,2349,,,High income,Eastern Mediterranean Region,9365145,0,0,,113936.303175231,250.823665837528,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
United Kingdom,2024-01-07,24873512,232112,8642,,High income,European Region,67281039,8031.14285714286,0,,369695.717689497,3449.88727061721,128.446292275599,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
United States,2024-01-07,103436829,1164825,,1697,High income,Region of the Americas,336997624,0,1663.57142857143,,306936.374720553,3456.47837564576,,5.0356438121356,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Uruguay,2024-01-07,1041111,7660,,,High income,Region of the Americas,3426260,53,0.285714285714286,,303862.228785907,2235.67388347644,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Uzbekistan,2024-01-07,175081,1016,,,Lower middle income,European Region,34081449,38.1428571428572,0,,5137.13486771058,29.8109390830185,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Vanuatu,2024-01-07,12019,14,,,Lower middle income,Western Pacific Region,319137,0,0,,37660.9418525586,43.8683073413612,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Vatican City,2024-01-07,26,0,,,,,511,0,0,,50880.626223092,0,,,1212840,3965,19.2857142857143,0,,,,,1310894,4286,6,0.285714285714286,,,,
Venezuela,2024-01-07,552695,5856,,,Upper middle income,Region of the Americas,28199867,0,0,,19599.2059111484,207.660553860059,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Vietnam,2024-01-07,11624000,43206,,,Lower middle income,Western Pacific Region,97468029,0,0,,119259.618966954,443.283817712165,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Wallis & Futuna,2024-01-07,3550,8,,,,Western Pacific Region,11627,0,0,,305323.81525759,688.053668186119,,,1212840,3965,19.2857142857143,0,,,,,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Yemen,2024-01-07,11945,2159,,,Low income,Eastern Mediterranean Region,32981641,0,0,,362.171184872214,65.4606603716292,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Zambia,2024-01-07,349304,4069,,,Lower middle income,African Region,19473125,0.285714285714286,0,,17937.7475366691,208.95464903553,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Zimbabwe,2024-01-07,266117,5734,46,3,Lower middle income,African Region,15993524,27.1428571428571,1,,16639.0471543357,358.520111014933,2.87616412743058,0.187575921354168,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
"",2024-01-14,29,0,,,,,,107.285714285714,1.85714285714286,,,,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
"",2024-01-14,5,0,,,,,,104.857142857143,1.85714285714286,,,,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
"",2024-01-14,712,13,,,,,,205.857142857143,3.71428571428571,,,,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
"",2024-01-14,4,0,,,,,,104.857142857143,1.85714285714286,,,,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
"",2024-01-14,2,0,,,,,,104.857142857143,1.85714285714286,,,,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
"",2024-01-14,12,0,,,,,,106.285714285714,1.85714285714286,,,,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
Afghanistan,2024-01-14,230872,7975,230,2,Low income,Eastern Mediterranean Region,40099462,271,1.71428571428571,,5757.48372883407,198.880473757977,5.7357378011705,0.0498759808797435,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Albania,2024-01-14,334752,3604,99,,Upper middle income,European Region,2854710,49.1428571428572,0,,117263.049486638,1262.47499746034,34.679529619471,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Algeria,2024-01-14,272010,6881,,,Lower middle income,African Region,44177969,2.71428571428571,0,,6157.14135704156,155.756368066626,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
American Samoa,2024-01-14,8359,34,,,High income,Western Pacific Region,45035,0,0,,185611.191295659,754.968357943822,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Andorra,2024-01-14,48015,159,,,High income,European Region,79034,0,0,,607523.34438343,2011.79239314725,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Angola,2024-01-14,107233,1937,100,,Lower middle income,African Region,34503774,158.428571428571,0.142857142857143,,3107.86292537158,56.1387864411586,2.89823368307479,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Anguilla,2024-01-14,3904,12,,,,Region of the Americas,15753,0,0,,247825.810956643,761.759664825748,,,1212840,3965,18.1428571428571,0,,,,,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Antigua & Barbuda,2024-01-14,9106,146,,,High income,Region of the Americas,93219,0,0,,97683.948551261,1566.20431457106,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Argentina,2024-01-14,10081076,130699,2583,2,Upper middle income,Region of the Americas,45276780,1053.57142857143,2.57142857142857,,222654.437881846,2886.66729391975,57.0491099411222,0.0441727525676517,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Armenia,2024-01-14,451426,8775,,,Upper middle income,European Region,2790974,31.7142857142857,0.714285714285714,,161744.967885763,3144.06368529409,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Aruba,2024-01-14,44224,292,,,High income,Region of the Americas,106537,0,0,,415104.611543408,2740.83182368567,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Australia,2024-01-14,11742145,24330,11114,86,High income,Western Pacific Region,25921089,10369.7142857143,76.7142857142857,,452995.82127896,938.617972416205,428.762850202783,3.31776184249049,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Austria,2024-01-14,6081287,22534,,,High income,European Region,8922082,0,0,,681599.54145232,2525.64367823564,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Azerbaijan,2024-01-14,834336,10353,49,,Upper middle income,European Region,10312992,40.8571428571429,0,,80901.4493563071,1003.87937855474,4.75128847186151,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Bahamas,2024-01-14,38084,844,,,High income,Region of the Americas,407906,0,0,,93364.6477374689,2069.10415634975,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Bahrain,2024-01-14,696614,1536,,,High income,Eastern Mediterranean Region,1463265,0,0,,476068.244644682,1049.70733257476,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Bangladesh,2024-01-14,2046599,29479,190,2,Lower middle income,South-East Asia Region,169356251,77,0.285714285714286,,12084.579033342,174.065024620792,1.12189540615185,0.0118094253279142,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,61248144,808329,5285.57142857143,36.8571428571429,29783.1058729423,393.065758648451,2.57021230645196,0.0179225053397283
Barbados,2024-01-14,110174,593,,,High income,Region of the Americas,281200,6,0,,391799.431009957,2108.81934566145,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Belarus,2024-01-14,994037,7118,,,Upper middle income,European Region,9578167,0,0,,103781.5481814,743.148454187529,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Belgium,2024-01-14,4852675,34339,1677,,High income,European Region,11611419,2867.42857142857,0,,417922.650108484,2957.34741808904,144.426792280943,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Belize,2024-01-14,71373,688,,,Upper middle income,Region of the Americas,400031,0,0,,178418.672552877,1719.86671032995,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Benin,2024-01-14,28036,163,,,Lower middle income,African Region,12996895,0,0,,2157.1306069642,12.5414570172337,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Bermuda,2024-01-14,18860,165,,,High income,Region of the Americas,64185,0,0,,293838.124172314,2570.6940874036,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
