Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,income_pop,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,region_pop,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Armenia,2021-09-26,258545,4945,5251,120,Upper middle income,European Region,2790974,92636.1191469358,1881.42204119422,1771.78289729679,42.9957427048765,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Anguilla,2021-09-26,364,33,1,1,,Region of the Americas,15753,23106.7098330477,63.4799720688123,2094.83907827081,63.4799720688123,7253973,65268,196912,1685,,,,,,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Afghanistan,2021-09-26,154899,360,7199,,Low income,Eastern Mediterranean Region,40099462,3862.86978114569,179.528593176637,8.97767655835383,,1243710,33279,17349,556,718255072,1731.57148272807,46.3331221697241,24.1543717215825,0.774098257951459,15659361,287368,204001,4212,761408471,20566.3078313716,377.416342141011,267.925834515702,5.53185334866074
Aruba,2021-09-26,15351,174,160,4,High income,Region of the Americas,106537,144090.785360954,1501.82565681406,1633.2354017853,37.5456414203516,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Austria,2021-09-26,725512,11737,13338,78,High income,European Region,8922082,81316.4460940843,1494.94254816309,1315.50012653997,8.74235408282506,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
United Arab Emirates,2021-09-26,734596,2297,2089,16,High income,Eastern Mediterranean Region,9365145,78439.3621241316,223.061148546018,245.271162379226,1.70846260255447,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,15659361,287368,204001,4212,761408471,20566.3078313716,377.416342141011,267.925834515702,5.53185334866074
Albania,2021-09-26,166690,5366,2619,50,Upper middle income,European Region,2854710,58391.2201239355,917.431192660551,1879.70056503112,17.5149139492278,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Angola,2021-09-26,54795,2488,1487,99,Lower middle income,African Region,34503774,1588.08714664083,43.0967348673221,72.1080540349007,2.86925134624404,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Antigua & Barbuda,2021-09-26,2902,299,64,9,High income,Region of the Americas,93219,31130.9926088029,686.555315976357,3207.50061682704,96.5468413091752,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Burundi,2021-09-26,17505,773,14,,Low income,African Region,12551213,1394.68591601465,1.115430038515,61.5876728408641,,1243710,33279,17349,556,718255072,1731.57148272807,46.3331221697241,24.1543717215825,0.774098257951459,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Azerbaijan,2021-09-26,479814,8829,6433,153,Upper middle income,European Region,10312992,46525.1985068931,623.776300805819,856.104610572761,14.8356558407104,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Andorra,2021-09-26,15167,43,130,,High income,European Region,79034,191904.749854493,1644.86170508895,544.069640914037,,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Bosnia & Herzegovina,2021-09-26,231605,4781,10443,224,Upper middle income,European Region,3270943,70806.7979172979,3192.65728568184,1461.65799893181,68.4817803306264,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Belgium,2021-09-26,1227539,13625,25669,56,High income,European Region,11611419,105718.258896695,2210.6686529872,1173.41386095877,4.82283862118833,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Bangladesh,2021-09-26,1551351,8668,27414,189,Lower middle income,South-East Asia Region,169356251,9160.28189594254,161.87179296972,51.1820493711803,1.11599069348789,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,42843245,673717,344323,5249,2056472695,20833.3643836686,327.608045386666,167.433781560615,2.55242873526215
Argentina,2021-09-26,5318508,10997,116434,127,Upper middle income,Region of the Americas,45276780,117466.568956538,2571.60513623098,242.883879993233,2.80496978804588,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Saint Barth�lemy,2021-09-26,1634,10,2,,,,,,,,,7253973,65268,196912,1685,,,,,,242588,2538,4127,76,,,,,
Caribbean Netherlands,2021-09-26,1998,42,18,1,,Region of the Americas,26706,74814.6483936194,674.005841383959,1572.68029656257,37.4447689657755,7253973,65268,196912,1685,,,,,,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
American Samoa,2021-09-26,1,0,0,0,High income,Western Pacific Region,45035,22.20495170423,0,0,0,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,8395155,113623,415836,4915,1924308889,4362.68576629747,59.046133731184,216.096283905905,2.55416374579767
Bahrain,2021-09-26,274745,566,1389,1,High income,Eastern Mediterranean Region,1463265,187761.61529183,949.247060511937,386.806217602417,0.68340321131169,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,15659361,287368,204001,4212,761408471,20566.3078313716,377.416342141011,267.925834515702,5.53185334866074
Bhutan,2021-09-26,2599,2,3,0,Lower middle income,South-East Asia Region,777486,3342.82546566755,3.85859037976247,2.57239358650831,0,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,42843245,673717,344323,5249,2056472695,20833.3643836686,327.608045386666,167.433781560615,2.55242873526215
Australia,2021-09-26,104150,12498,1312,95,High income,Western Pacific Region,25921089,4017.96390576029,50.6151574110177,482.155668691234,3.66496947716973,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,8395155,113623,415836,4915,1924308889,4362.68576629747,59.046133731184,216.096283905905,2.55416374579767
Burkina Faso,2021-09-26,14183,131,181,9,Low income,African Region,22100683,641.744872771579,8.18979214352787,5.92741862321631,0.407227233656082,1243710,33279,17349,556,718255072,1731.57148272807,46.3331221697241,24.1543717215825,0.774098257951459,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Bahamas,2021-09-26,20705,590,522,16,High income,Region of the Americas,407906,50759.2435512103,1279.70659906939,1446.41167327767,39.2247233431232,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Switzerland,2021-09-26,832870,9423,10675,41,High income,European Region,8691406,95826.8432058058,1228.22475442984,1084.17441320771,4.71730350647525,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Benin,2021-09-26,22958,1508,154,8,Lower middle income,African Region,12996895,1766.42190307762,11.8489839303926,116.027712772935,0.615531632747668,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Bulgaria,2021-09-26,492365,10637,20449,464,High income,European Region,6885868,71503.6942328839,2969.7054895621,1544.75804648012,67.3843878505949,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Brazil,2021-09-26,21327616,247397,593663,4090,Upper middle income,Region of the Americas,214326223,99510.0632179759,2769.9037088896,1154.30112347942,19.0830591924349,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Chile,2021-09-26,1650985,3991,37432,93,High income,Region of the Americas,19493184,84695.5017712858,1920.26094864749,204.738230552792,4.77089838171127,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Belarus,2021-09-26,528229,13783,4081,90,Upper middle income,European Region,9578167,55149.2785623805,426.073172455648,1439.00184659549,9.39636988997999,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Bermuda,2021-09-26,4982,764,52,14,High income,Region of the Americas,64185,77619.3814754226,810.158136636286,11903.092622887,218.119498325154,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Barbados,2021-09-26,7401,1043,63,6,High income,Region of the Americas,281200,26319.3456614509,224.039829302987,3709.10384068279,21.3371266002845,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
China,2021-09-26,124495,393,5690,1,Upper middle income,Western Pacific Region,1425893465,87.3101694171801,3.99048045289975,0.275616663970053,0.000701314666590467,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,8395155,113623,415836,4915,1924308889,4362.68576629747,59.046133731184,216.096283905905,2.55416374579767
Belize,2021-09-26,19600,1068,402,13,Upper middle income,Region of the Americas,400031,48996.2027942834,1004.92211853581,2669.79309103544,32.497481445188,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Brunei,2021-09-26,6540,1493,38,6,High income,Western Pacific Region,445373,14684.3207828045,85.3217415514636,3352.24631937724,13.4718539291785,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,8395155,113623,415836,4915,1924308889,4362.68576629747,59.046133731184,216.096283905905,2.55416374579767
Canada,2021-09-26,1598807,29621,27344,248,High income,Region of the Americas,38155012,41902.9353207909,716.655520905091,776.3331328529,6.49980138913336,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Côte d’Ivoire,2021-09-26,59778,889,593,32,Lower middle income,African Region,27478249,2175.46612959217,21.5807055245769,32.3528620764737,1.16455746506992,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Bolivia,2021-09-26,498595,1895,18696,48,Lower middle income,Region of the Americas,12079472,41276.224656177,1547.74976919521,156.877717834025,3.97368361795946,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Congo - Kinshasa,2021-09-26,56936,402,1084,16,Low income,African Region,95894118,593.738189447657,11.304134420424,4.19212365037864,0.166850692552384,1243710,33279,17349,556,718255072,1731.57148272807,46.3331221697241,24.1543717215825,0.774098257951459,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Cook Islands,2021-09-26,0,0,0,0,,Western Pacific Region,17003,0,0,0,0,7253973,65268,196912,1685,,,,,,8395155,113623,415836,4915,1924308889,4362.68576629747,59.046133731184,216.096283905905,2.55416374579767
Cameroon,2021-09-26,92303,4120,1459,48,Lower middle income,African Region,27198628,3393.66382745483,53.6424116687062,151.478228975373,1.76479490068396,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Botswana,2021-09-26,178050,4262,2367,13,Upper middle income,African Region,2588423,68787.0568295831,914.456408400018,1646.56240498558,5.02236303726246,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Djibouti,2021-09-26,12324,319,162,3,Lower middle income,Eastern Mediterranean Region,1105557,11147.3221190766,146.532471867122,288.542336577852,2.7135642938356,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,15659361,287368,204001,4212,761408471,20566.3078313716,377.416342141011,267.925834515702,5.53185334866074
Colombia,2021-09-26,4948513,10917,126068,242,Upper middle income,Region of the Americas,51516562,96056.7399664597,2447.13535037528,211.912433131698,4.69751844076862,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Cuba,2021-09-26,847494,54561,7163,430,Upper middle income,Region of the Americas,11256372,75290.1556558366,636.350682084778,4847.1212571866,38.2005854106456,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
Central African Republic,2021-09-26,11375,16,100,,Low income,African Region,5457154,2084.41982762444,18.3245699131819,2.9319311861091,,1243710,33279,17349,556,718255072,1731.57148272807,46.3331221697241,24.1543717215825,0.774098257951459,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Denmark,2021-09-26,359184,2291,2640,15,High income,European Region,5854240,61354.5054524584,450.955205116292,391.340293530843,2.56224548361529,107160793,1985458,1732691,25252,1245565549,86033.844694913,1594.02128743367,1391.08776843667,20.2735215503299,69227468,1360886,1121001,15236,930808880,74373.4503263441,1462.04664484937,1204.32993720472,16.3685589247924
Comoros,2021-09-26,4117,11,147,,Lower middle income,African Region,821625,5010.80176479538,178.913738019169,13.3881028449719,,43838193,667293,342631,5202,3396756474,12905.8981223863,196.4500561367,100.870051363005,1.53146098044355,5941771,144748,63822,1948,1162657993,5110.5063017444,124.497488402851,54.8931847406996,1.67547121486138
Ecuador,2021-09-26,508072,1533,32732,98,Upper middle income,Region of the Americas,17797737,28547.0001045639,1839.11021946217,86.1345462066329,5.50631802234183,72442896,2050652,1240635,23037,2519863638,28748.7366012779,813.794829639111,492.342117760263,9.14216136643184,89629977,2219070,1377108,24096,1026253579,87337.0664269323,2162.30183787744,1341.87887689695,23.4795770685444
